;Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae;Betula;Botryococcus;Brassicaceae;Buxus;Callidina angusticollis;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Castanea sativa;Centaurea;Cerealia-type;Chenopodiaceae/Amaranthaceae;Callina vulgaris;Corylus;Crepis-type;Cyperaceae;Entophlyctis lobata;Euhedra distachya-type;Ephedra fragilis-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juglans;Juniperus;Mercuriales-type;Onagraceae;Oxalis stricta;Picea;Pinus;Plantaginaceae;Poaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Rumex;Salix;Saxifragaceae;Scrophularia-type;Senecio-type;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia
X35077.5402344496;0;0;0;0;0,011;0,149;0;0,046;0,054;0,034;0;0;0;0;0,034;0;0;0;0,011;0;0;0,023;0,47;0;0;0,011;0;0;0;0;0;0;0,023;0;0;0;0,011;0;0;0;0,08;0,218;0;0,264;0;0;0;0,844;0;0;0;0;0;0;0;0;0,08;0;0;0;0,005
X35128.0798318946;0;0;0;0;0;0,138;0;0,075;0,07;0;0;0;0;0;0,025;0;0;0;0,025;0;0,013;0,025;0,42;0;0;0;0;0;0;0,025;0;0;0;0;0;0;0;0;0;0;0,075;0,263;0;0,225;0;0;0;0,868;0;0,013;0;0;0;0;0;0;0,088;0;0;0;0
X35330.2382216745;0;0;0;0;0;0,062;0;0,086;0,012;0;0;0;0;0;0,012;0;0;0;0,025;0;0,037;0,012;0,243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,074;0,358;0;0,272;0;0;0;0,736;0;0;0;0,025;0;0,012;0;0;0,025;0;0;0;0,021
X35532.3966114545;0;0;0,014;0,014;0;0,135;0;0,092;0,041;0,007;0;0;0;0;0;0;0;0;0,014;0;0,071;0;0,078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,121;0,305;0;0,085;0;0;0,007;0,575;0;0;0,007;0,007;0;0;0,021;0;0,071;0,014;0;0;0,006
X2232.72593842662.1;0;0;0,02;0;0;0,082;0;0,102;0,02;0,034;0;0;0,007;0,02;0,027;0;0;0;0,007;0;0,041;0;0,169;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0,014;0;0;0;0,146;0,344;0;0,061;0;0;0,02;0,464;0;0;0;0,007;0;0;0;0;0,041;0;0;0;0,01
X2426.88137801938.1;0;0;0,006;0,006;0;0,113;0;0,088;0,059;0,025;0;0;0;0,006;0,019;0;0,006;0;0,006;0;0,063;0,019;0,184;0;0;0;0;0;0;0;0;0;0,013;0;0;0;0;0;0;0;0,116;0,295;0;0,119;0;0;0;0,441;0;0,006;0;0,006;0;0;0,013;0;0,056;0;0;0,006;0
X2633.12814775738.1;0;0;0;0,005;0,005;0,068;0;0,068;0,01;0,049;0;0;0;0;0,024;0;0;0;0,01;0;0,015;0,02;0,221;0;0;0;0,01;0;0;0;0;0;0,02;0;0;0;0,005;0;0;0;0,163;0,398;0;0,068;0;0;0;0,218;0;0;0;0,005;0,005;0,005;0,005;0;0,049;0;0;0;0
X2820.10496816438.1;0;0;0,014;0,005;0;0,082;0;0,119;0,035;0,037;0;0;0;0,009;0,014;0;0;0;0,009;0;0,032;0,009;0,226;0;0;0,005;0;0;0;0,005;0;0;0,005;0;0;0;0;0;0;0;0,121;0,322;0;0,1;0;0;0;0,204;0;0,014;0;0,018;0;0;0,014;0;0,064;0;0;0;0,003
X2992.91655935447.1;0;0;0,01;0;0;0,054;0;0,088;0,06;0,054;0;0;0;0;0,02;0;0;0;0,015;0;0,034;0,02;0,221;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0,162;0,314;0;0,078;0;0;0;0,224;0;0,01;0;0,025;0;0,005;0,02;0;0,074;0;0;0;0,009
X3148.04742573588.1;0;0;0,008;0;0;0,054;0;0,045;0,069;0,012;0;0;0;0;0,025;0;0;0;0,008;0;0,008;0,021;0,177;0;0;0;0;0;0;0,004;0;0;0,012;0;0;0;0;0;0;0;0,192;0,407;0;0,128;0;0;0,008;0,227;0;0;0,004;0;0;0;0,012;0;0,037;0;0;0,004;0,016
X3287.57797274312.1;0;0;0,024;0;0;0,106;0;0,091;0,08;0,029;0;0;0;0,01;0,019;0;0;0;0,014;0;0,043;0,01;0,2;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0,019;0;0;0;0,142;0,281;0;0,111;0;0;0;0,191;0;0;0;0,029;0;0;0;0;0,063;0;0;0;0,019
X3419.18450683712.1;0,01;0;0,005;0;0;0,01;0;0,057;0,091;0,038;0;0;0;0,005;0,005;0;0;0;0,01;0;0,019;0,014;0,186;0;0;0;0,005;0,005;0;0;0;0;0,019;0;0;0;0;0;0;0;0,207;0,442;0;0,071;0;0;0;0,222;0,01;0;0;0;0;0,014;0;0;0,052;0;0;0,005;0,015
X3547.79361777912.1;0;0;0,01;0,01;0;0,061;0;0,066;0,101;0,005;0;0;0;0;0,026;0;0;0;0,015;0;0,036;0,01;0,197;0;0;0;0;0;0;0;0;0;0,031;0;0;0;0,015;0;0;0;0,156;0,324;0;0,107;0;0;0,005;0,234;0;0;0;0,02;0;0,005;0,005;0;0,082;0,005;0;0;0,016
X3675.33162827588.1;0;0;0,006;0;0;0,044;0;0,033;0,113;0,017;0;0;0;0;0;0;0;0;0;0;0,028;0,011;0,15;0;0;0;0,011;0;0;0,006;0;0;0,011;0;0;0;0;0;0;0;0,207;0,439;0,006;0,061;0;0;0;0,33;0;0,011;0;0;0;0,033;0,022;0;0,05;0;0;0;0,013
X3809.96104324482.1;0;0;0,016;0;0;0,07;0;0,06;0,08;0,033;0;0;0;0,011;0,005;0;0;0;0;0;0,038;0,005;0,252;0;0;0,005;0;0;0;0,022;0;0;0,011;0;0;0;0,005;0;0;0;0,103;0,29;0;0,136;0;0;0;0,248;0,005;0;0;0,054;0;0;0,011;0;0,108;0;0;0;0,006
X3950.89217748275.1;0,01;0;0,01;0;0;0,077;0;0,051;0,044;0,015;0;0;0;0,005;0;0;0;0;0;0;0,031;0,031;0,163;0;0;0;0,005;0;0;0;0;0;0,015;0;0;0;0;0;0;0;0,165;0,409;0;0,123;0;0;0;0,312;0;0;0,005;0,005;0;0,01;0;0;0,031;0;0;0;0,009
X4088.38315566575.1;0;0;0,005;0,01;0;0,068;0;0,094;0,031;0,01;0;0;0;0,005;0;0;0;0;0,005;0;0,021;0,005;0,263;0;0;0;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0,181;0,357;0;0,063;0,005;0;0;0,227;0;0;0;0,037;0;0;0,016;0;0,1;0;0;0;0,009
X4226.82024099495.1;0,015;0;0;0;0;0,018;0;0,009;0,042;0,018;0;0;0;0;0,004;0;0;0;0;0;0,018;0,004;0,126;0;0;0;0;0;0;0,004;0;0;0,009;0;0;0;0;0;0;0;0,377;0,445;0;0,053;0;0;0;0,174;0;0;0;0,004;0;0,009;0,004;0;0,009;0;0;0;0,006
X4318.84162736907;0;0;0,011;0;0;0,049;0;0,099;0,062;0,038;0;0;0;0;0,011;0;0;0;0,016;0;0,033;0,022;0,201;0;0;0;0;0;0;0,016;0;0;0;0;0;0;0,011;0;0;0;0,142;0,277;0;0,137;0,011;0;0;0,384;0;0;0,005;0,038;0;0;0,005;0;0,071;0;0;0;0,006
X4387.65618996499;0;0;0,005;0,005;0;0,038;0;0,024;0,071;0,005;0;0;0;0,014;0,029;0;0,005;0;0,01;0;0,029;0,014;0,15;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0,164;0,507;0;0,11;0;0;0,005;0,377;0;0;0;0;0;0,005;0;0;0,014;0,005;0;0,005;0
X4450.37436365111.1;0;0;0,017;0,006;0;0,097;0;0,092;0,044;0,029;0;0;0;0;0,011;0;0;0;0,034;0;0,011;0,017;0,226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,126;0,324;0,006;0,12;0,006;0;0;0,343;0;0,011;0;0,017;0;0;0,011;0;0,057;0;0;0;0,006
X4518.00814298741.1;0;0;0;0;0;0,025;0;0,086;0,064;0,006;0;0;0;0,006;0,019;0;0;0;0,012;0;0,006;0,012;0,206;0;0;0;0;0;0;0;0;0;0,006;0;0;0;0;0;0;0;0,182;0,429;0;0,13;0;0;0;0,447;0;0;0,012;0;0;0,012;0,006;0;0,031;0;0;0;0,012
X4580.75554289241.1;0;0;0,007;0,007;0;0,086;0;0,086;0,073;0,036;0;0;0;0;0,014;0;0;0;0;0;0,007;0,014;0,187;0;0;0;0;0;0;0;0;0;0,007;0;0;0;0,007;0;0;0;0,136;0,355;0;0,1;0;0;0;0,515;0;0,007;0;0,022;0;0;0,014;0;0,093;0;0;0;0,006
X4639.29234576459;0,011;0;0;0;0;0,067;0;0,052;0,106;0,015;0;0;0;0,015;0,03;0;0;0;0,007;0;0,052;0,03;0,192;0;0,007;0;0;0;0;0,007;0;0;0;0;0;0;0;0;0;0;0,112;0,342;0,015;0,126;0;0;0,007;0,529;0;0,007;0,007;0,022;0;0;0;0;0,052;0;0;0;0,009
X4699.81844818164.1;0;0;0,007;0;0,007;0,08;0;0,067;0,063;0,027;0;0;0;0;0,013;0;0;0;0,007;0;0,06;0,007;0,247;0;0;0;0;0;0;0;0;0;0,007;0;0;0;0,007;0;0;0;0,114;0,311;0;0,127;0;0;0;0,447;0,007;0,007;0;0,054;0;0;0,033;0;0,06;0;0;0;0,006
X4766.52862902669.1;0;0;0;0;0;0,115;0;0,097;0,108;0,012;0;0;0;0,006;0,006;0;0;0;0,006;0;0,03;0,024;0,122;0;0;0;0,006;0;0;0;0,006;0;0;0;0;0;0;0;0;0;0,16;0,254;0;0,187;0;0;0;0,574;0,006;0;0,006;0,024;0;0;0;0;0,048;0;0;0,006;0,01
X4841.61254948829.1;0;0;0,011;0;0;0,075;0;0,096;0,065;0,016;0;0;0;0,005;0,021;0;0;0;0,011;0;0,016;0,043;0,221;0;0,005;0;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0,115;0,281;0;0,118;0;0;0;0,332;0;0;0;0,048;0;0;0,005;0;0,102;0,005;0;0,011;0,009
X4963.38406537369.1;0,009;0;0;0;0;0,09;0;0,06;0,051;0,006;0;0;0,006;0,006;0,036;0;0;0;0,018;0;0,06;0,012;0,262;0;0;0;0;0;0;0;0,006;0;0,006;0;0;0;0;0;0;0;0,132;0,318;0,006;0,138;0;0;0;0,333;0;0;0;0,006;0;0;0,006;0;0,072;0;0;0;0,006
X5090.55849045929.1;0;0;0,023;0,005;0,009;0,083;0;0,069;0,081;0,056;0;0;0,005;0,005;0,009;0;0;0;0,009;0;0,014;0,005;0,2;0;0;0;0;0;0;0,005;0,005;0;0;0;0;0;0,009;0;0;0;0,113;0,34;0;0,111;0;0;0;0,169;0;0;0,014;0,032;0;0;0,005;0;0,074;0;0;0;0,009
X5220.14124273679.1;0;0;0;0,005;0;0,112;0;0,061;0,057;0,02;0;0;0,005;0,005;0,01;0;0;0;0,025;0;0;0,015;0,196;0;0;0;0;0;0;0,01;0;0;0,005;0;0;0;0;0;0;0;0,19;0,327;0;0,091;0;0;0;0,273;0;0,01;0,005;0,025;0;0;0;0;0,076;0;0;0;0,003
X5348.19393982634.1;0;0;0,013;0,003;0;0,133;0;0,044;0,06;0,013;0;0;0;0,003;0,016;0;0;0;0,016;0;0,006;0,016;0,125;0;0;0;0;0;0;0,01;0;0;0,006;0;0;0;0;0;0;0;0,059;0,17;0,013;0,076;0;0;0,003;0,127;0;0,003;0;0,025;0;0;0,01;0;0,073;0;0;0;0,003
X5409.01416940144.1;0;0;0,01;0;0;0,048;0;0,022;0,019;0,013;0;0;0;0;0,022;0;0;0;0,016;0;0,01;0,006;0,138;0;0;0,003;0;0;0;0,006;0;0;0,01;0;0;0;0,003;0;0;0;0,075;0,278;0;0,051;0,003;0;0;0,178;0;0;0,003;0,013;0;0,003;0;0;0,019;0;0;0;0,009
X5469.83439897654.1;0,01;0;0,01;0,003;0,003;0,07;0;0,03;0,047;0,02;0;0;0;0;0,01;0;0;0;0,013;0;0,013;0,01;0,14;0;0;0;0,003;0;0;0,003;0;0;0,003;0;0;0;0;0;0;0;0,063;0,167;0;0,066;0;0;0,003;0,206;0;0;0,007;0,017;0;0,003;0,003;0;0,043;0;0;0,003;0,016
X5533.47904538894.1;0;0;0,007;0;0;0,059;0;0,049;0,035;0,023;0;0;0;0;0,013;0;0;0;0,01;0;0,013;0,007;0,167;0;0;0;0;0;0;0,007;0;0;0,003;0;0;0;0;0;0;0;0,069;0,145;0;0,079;0,003;0;0;0,191;0;0,007;0,003;0,02;0,003;0;0,007;0;0,03;0,003;0;0;0,01
X5597.12369180135.1;0;0;0,006;0;0;0,073;0;0,051;0,051;0,013;0;0;0;0;0,019;0;0;0;0,016;0;0,016;0,01;0,158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,073;0,161;0;0,083;0;0;0;0,176;0;0;0,006;0,025;0;0,003;0,003;0;0,041;0;0;0;0,016
X5660.0106643943.1;0;0;0;0;0,003;0,047;0;0,023;0,032;0,02;0;0;0;0;0,007;0;0;0;0,007;0;0,01;0,01;0,113;0;0;0;0,003;0;0;0,01;0;0;0,007;0;0;0;0;0;0;0;0,07;0,211;0,003;0,067;0,003;0;0;0,235;0;0,003;0,003;0,01;0;0;0;0;0,047;0;0;0;0,013
X5722.1399631678.1;0;0;0,006;0;0;0,068;0;0,03;0,037;0,006;0;0;0;0;0,012;0;0;0;0,015;0;0,021;0,009;0,113;0;0;0;0;0;0;0,009;0,003;0;0;0,003;0;0;0,009;0;0;0;0,064;0,164;0,003;0,05;0,006;0;0;0,246;0;0,003;0;0,018;0;0;0,003;0;0,047;0;0;0;0,009
X5784.2692619413.1;0,007;0;0;0,003;0;0,052;0;0,036;0,007;0,013;0;0;0;0;0,026;0;0;0;0,007;0;0,013;0,01;0,164;0;0,003;0;0;0;0;0;0;0;0,003;0;0;0;0;0;0;0;0,044;0,206;0,003;0,075;0,003;0;0;0,191;0;0;0;0,003;0,003;0;0;0;0,046;0,003;0;0;0,006
X5858.9561828408.1;0;0;0,016;0,006;0;0,098;0;0,032;0,054;0,01;0;0;0;0,003;0,006;0;0;0;0,022;0;0,016;0,013;0,097;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0,055;0,209;0,003;0,086;0;0;0,006;0,155;0;0;0;0,016;0;0;0;0;0,098;0;0;0;0,015
X5933.6431037403.1;0,005;0;0,003;0,003;0;0,041;0;0,028;0,019;0,035;0;0;0;0,006;0,025;0;0;0;0,006;0;0,009;0,013;0,171;0;0;0;0;0;0;0,003;0;0;0,003;0;0;0;0;0;0;0;0,097;0,256;0,003;0,063;0;0;0;0,089;0;0,003;0,003;0,013;0;0;0,006;0;0,06;0;0;0;0,012
X6008.9824004653.1;0;0;0,013;0,003;0;0,075;0;0,042;0,019;0,016;0;0;0;0;0,007;0;0;0;0,01;0;0,023;0,003;0,12;0;0;0;0,003;0;0;0;0;0;0,007;0;0;0;0,003;0;0;0;0,094;0,223;0,003;0,059;0;0;0,01;0,149;0,003;0;0,01;0,02;0;0;0,003;0;0,059;0;0;0;0,016
X6084.9740730158.1;0;0;0,003;0;0;0,053;0;0,026;0,022;0,01;0;0;0;0;0,02;0;0;0;0,007;0;0,013;0,003;0,169;0;0;0,007;0;0;0;0,01;0;0;0,003;0;0;0;0;0;0;0;0,085;0,268;0;0,056;0;0;0;0,143;0;0;0,003;0,016;0;0;0,003;0;0,03;0,003;0;0;0,01
X6160.9657455663.1;0;0;0,009;0;0;0,092;0;0,035;0,025;0,02;0;0;0;0;0,003;0;0;0;0,017;0;0,029;0,012;0,143;0;0;0;0;0;0;0,014;0;0;0,006;0;0;0;0;0;0;0;0,085;0,188;0;0,046;0;0,003;0,003;0,141;0;0;0;0,009;0;0;0,003;0;0,087;0;0;0;0,006
X6234.0747574533.1;0;0;0,009;0,005;0,005;0,136;0;0,075;0,085;0,023;0;0;0;0;0,019;0;0;0;0,014;0;0,037;0,005;0,161;0;0;0;0;0;0;0,009;0;0;0;0;0;0;0;0;0;0;0,077;0,301;0;0,112;0,005;0;0,005;0,227;0;0,005;0,005;0,028;0;0;0,009;0;0,117;0;0;0;0,009
X6383.99046168955.1;0;0;0,007;0;0;0,033;0;0,036;0,023;0;0;0;0;0;0,01;0;0;0;0,01;0;0,01;0,007;0,062;0;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21;0,243;0;0,073;0;0;0;0,193;0;0;0;0,01;0;0;0;0;0,026;0;0;0,007;0
X6544.99920731255.1;0,006;0;0,004;0;0,004;0,046;0;0,1;0,066;0,013;0;0;0;0,004;0,013;0;0;0;0,004;0;0,021;0,008;0,112;0;0;0;0;0;0;0;0,004;0;0,004;0;0;0;0;0;0;0;0,226;0,366;0;0,084;0,008;0;0,004;0,262;0,004;0,004;0,004;0,017;0;0;0,004;0;0,046;0;0;0;0,006
X6702.60152937255.1;0;0;0,01;0,005;0;0,058;0;0,144;0,067;0;0;0;0;0;0,014;0;0;0;0,005;0;0,024;0,005;0,137;0;0;0;0;0;0;0,019;0;0;0;0;0;0;0,01;0;0;0;0,175;0,293;0;0,11;0;0;0,005;0,287;0;0,01;0;0,014;0;0,01;0,01;0;0,072;0;0;0;0,012
X6855.00893675755.2;0,008;0;0,005;0,005;0;0,052;0;0,119;0;0,01;0;0;0;0;0,01;0;0;0;0,016;0;0,01;0,016;0,111;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016;0;0;0;0,226;0,319;0;0,094;0,005;0;0,016;0,342;0;0;0;0,021;0;0;0,005;0;0,036;0;0;0,005;0,012
X6985.73023793455.2;0,015;0;0,017;0,004;0;0,013;0;0,1;0,017;0,004;0;0;0;0,009;0,03;0;0;0;0,009;0;0,026;0,009;0,128;0;0;0;0;0;0;0,004;0;0;0,004;0;0;0;0,013;0;0;0;0,212;0,461;0;0,03;0;0;0;0,198;0;0;0;0,013;0;0;0;0;0,026;0;0;0;0,003
X7094.5419829388.2;0;0;0;0,005;0;0,049;0;0,078;0,019;0;0;0;0;0,005;0;0;0;0;0;0;0,02;0;0,143;0;0;0;0,005;0;0;0,005;0;0;0,01;0;0;0;0;0;0;0;0,26;0,431;0;0,049;0;0;0,005;0,292;0;0;0;0,005;0;0;0,005;0;0,064;0,005;0;0;0,012
X7197.4884633738.1;0;0;0,032;0;0;0,032;0;0,101;0,005;0,011;0;0;0;0;0,011;0;0;0;0;0;0,011;0,005;0,175;0;0;0;0;0;0;0,005;0;0;0,005;0,005;0;0;0,005;0;0;0;0,318;0,353;0;0,037;0;0;0;0,276;0;0,005;0,005;0,021;0;0;0,005;0;0,027;0;0;0;0,003
X7291.9407751703.1;0;0;0,015;0,005;0;0,035;0;0,13;0,07;0,025;0;0;0;0,005;0,005;0;0;0;0,015;0;0,035;0,02;0,177;0;0;0;0;0;0;0,005;0;0;0,005;0,005;0;0;0,005;0;0;0;0,203;0,281;0;0,08;0;0;0;0,311;0;0;0;0,02;0;0;0,005;0;0,085;0;0;0;0,003
X7384.1401403464.1;0;0;0,012;0,006;0;0,053;0;0,094;0,061;0;0;0;0;0,012;0,006;0;0;0;0;0;0,012;0,012;0,212;0;0;0;0;0;0;0,012;0;0;0;0;0;0;0,006;0;0;0;0,138;0,411;0,006;0,094;0,012;0;0;0,353;0,006;0;0;0,029;0;0;0,012;0;0,041;0;0;0;0,003
X7479.13654282855.1;0,006;0;0,026;0,004;0,004;0,03;0;0,056;0,086;0,013;0;0;0;0,004;0;0;0;0;0;0;0,017;0,009;0,158;0;0;0;0;0;0;0,009;0;0;0,004;0;0;0;0;0;0;0;0,209;0,404;0,004;0,085;0;0;0;0,176;0,009;0;0;0,03;0;0;0,017;0;0,056;0;0;0;0,003
X7577.3938473893.1;0;0;0,009;0,005;0;0,005;0;0,098;0,023;0,014;0;0;0;0,019;0,009;0;0;0;0;0;0,005;0,005;0,123;0;0;0;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0,287;0,448;0;0,051;0;0;0,009;0,241;0;0;0;0,005;0;0;0;0;0,023;0;0;0;0,003
X7674.7897996473.1;0;0;0,004;0;0,008;0,035;0;0,106;0,027;0;0;0;0;0,008;0,016;0;0;0;0,004;0;0,012;0;0,096;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,306;0,411;0;0,051;0;0;0,004;0,115;0;0;0;0,008;0;0;0,004;0;0,016;0,004;0;0;0,003
X7948.8643828649.1;0;0;0,013;0;0;0,021;0;0,051;0,021;0,009;0;0;0;0,004;0,034;0;0;0;0;0;0,013;0,021;0,161;0;0;0;0;0;0;0,013;0;0;0,009;0;0;0;0,004;0;0;0;0,316;0,42;0,004;0,034;0,004;0;0,004;0,143;0;0;0;0,004;0;0;0;0;0,017;0;0;0;0,006
X8347.73122538305.1;0;0;0,015;0;0,004;0,015;0;0,091;0,08;0,022;0;0;0;0,015;0,011;0;0;0;0,007;0;0;0;0,083;0;0;0;0;0;0;0,004;0;0;0;0,004;0;0;0;0;0;0;0,195;0,529;0;0,025;0,004;0;0,007;0,077;0;0,004;0;0,018;0;0;0,004;0;0,029;0;0;0;0,003
X8802.15202435555.1;0;0;0,015;0,004;0;0,012;0;0,07;0,019;0;0;0;0;0,004;0,012;0;0;0;0,008;0;0,015;0,008;0,107;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0,275;0,466;0;0,046;0,004;0;0,015;0,075;0;0;0;0,012;0;0,004;0;0;0,023;0;0;0;0
X9259.87892374055.1;0;0;0,008;0;0;0,008;0;0,039;0,038;0,016;0;0;0;0,004;0,008;0;0;0;0,008;0;0,008;0,02;0,163;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0,371;0,43;0;0,023;0;0;0;0,066;0;0;0;0,012;0;0;0,004;0;0,035;0;0;0;0,012
X9685.65451430055.1;0;0;0,007;0;0;0,011;0;0,047;0,021;0,011;0;0;0;0;0,007;0;0;0;0;0;0,015;0,007;0,093;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,015;0;0;0;0,432;0,37;0;0,026;0;0;0,011;0,039;0;0;0;0,004;0;0;0,004;0;0,011;0;0;0;0,003
X10085.0326554955.1;0;0;0,016;0,004;0,004;0,024;0;0,124;0,049;0,036;0;0;0;0,012;0,012;0;0;0;0,004;0;0,028;0,016;0,164;0;0;0;0,012;0;0;0,008;0;0;0,016;0,004;0;0;0,008;0;0;0;0,148;0,324;0,004;0,056;0,004;0;0,004;0,12;0;0;0,008;0,024;0;0,016;0,012;0;0,048;0,004;0,004;0;0,018
X10491.1440681588.1;0;0;0,012;0;0;0,024;0;0,036;0,016;0,016;0;0;0;0,004;0,028;0;0;0;0,008;0;0,004;0,004;0,142;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0,341;0,429;0;0,052;0;0;0;0,105;0;0;0;0,004;0;0;0;0;0,032;0;0;0;0,003
X10904.0287332443.1;0;0;0;0;0;0,004;0;0,039;0,085;0,004;0;0;0;0;0,012;0;0;0;0,004;0;0,012;0,008;0,146;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,371;0,454;0;0,023;0;0;0,016;0,062;0;0;0;0,016;0;0;0,004;0;0,027;0,004;0;0;0
X11322.083191744.1;0;0;0,009;0;0;0,022;0;0,104;0,049;0,017;0;0;0;0,013;0,004;0;0;0;0,004;0;0,009;0,004;0,2;0;0;0;0;0;0;0,009;0,004;0;0;0;0;0;0,017;0;0;0;0,201;0,419;0;0,078;0,009;0;0,004;0,057;0,004;0;0;0,013;0;0;0,004;0;0,039;0;0;0,009;0,007
X11742.0605446881.1;0,013;0;0,031;0,004;0;0,027;0;0,081;0,043;0,018;0;0;0;0,018;0,013;0;0;0;0,004;0;0,018;0,004;0,171;0;0;0;0,004;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,143;0,48;0,004;0,067;0;0,004;0;0,122;0;0;0;0,013;0;0;0;0;0,04;0;0;0;0,003
X12172.12728441.1;0;0;0,004;0,004;0;0,004;0;0,028;0,023;0,008;0;0;0;0,008;0,004;0;0;0;0;0;0,008;0;0,146;0;0;0;0;0;0;0,004;0;0;0;0,004;0;0;0;0;0;0;0,454;0,399;0,008;0,024;0;0;0,004;0,038;0;0,008;0;0,008;0,004;0;0;0;0,012;0;0;0;0
X12584.6303893833.1;0,017;0;0,004;0;0;0,013;0;0,093;0,021;0,013;0;0;0;0,008;0,008;0;0;0;0,008;0;0,021;0,004;0,206;0;0;0,004;0;0;0;0;0,004;0;0;0,004;0;0;0,004;0;0;0;0,35;0,314;0;0,042;0;0;0,017;0,064;0;0;0,004;0,021;0;0;0,004;0;0,034;0;0;0;0,006
X13001.4642397748.1;0;0;0,008;0,004;0;0,025;0;0,062;0,012;0,008;0;0;0;0;0;0;0;0;0;0;0,012;0,004;0,243;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,369;0,421;0;0,045;0;0;0,004;0,062;0;0;0;0,012;0;0;0;0;0,021;0;0;0;0,003
X13423.2811577853.1;0,016;0;0,012;0,008;0;0,02;0;0,127;0,02;0,004;0;0;0;0,004;0;0;0;0;0,004;0;0,008;0,004;0,218;0;0;0;0;0;0;0;0;0;0,004;0,004;0;0;0;0;0;0;0,325;0,393;0;0,029;0;0;0;0,083;0;0,004;0;0,004;0;0;0;0;0,025;0;0;0;0,009
X13829.4914076493.1;0;0;0,008;0;0;0,004;0;0,085;0,035;0,004;0;0;0,004;0,02;0,008;0;0;0;0;0;0,016;0,004;0,208;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,31;0,447;0;0,02;0;0;0;0,05;0,004;0;0;0,008;0;0;0,004;0;0,045;0;0;0;0,009
X14220.3803502391.1;0,006;0;0,013;0;0,004;0,009;0;0,099;0,045;0,013;0;0;0;0,009;0,004;0;0;0;0,004;0;0,009;0;0,215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,455;0,277;0;0,047;0;0;0,004;0,049;0,009;0;0;0;0;0,004;0,004;0;0,017;0;0;0,004;0,003
X14492.6429958893.1;0;0;0,012;0,012;0;0,033;0;0,133;0,08;0,021;0;0;0;0,012;0,008;0;0;0;0;0;0,004;0,004;0,247;0,004;0;0;0,004;0;0;0,012;0;0;0;0;0;0;0,004;0;0;0;0,26;0,374;0;0,05;0,008;0;0;0,091;0;0,004;0;0,004;0;0;0,004;0;0,025;0;0;0,004;0
X14710.0824641146.1;0;0;0,008;0,008;0;0,025;0;0,065;0,054;0,016;0;0;0;0,004;0,008;0;0;0;0;0;0,004;0,008;0,161;0,004;0;0;0;0;0;0,004;0;0;0,004;0;0;0;0;0;0;0;0,387;0,372;0;0,053;0;0;0,008;0,039;0;0;0;0;0;0;0;0;0,025;0;0;0;0,007
X14912.2408538945.1;0;0;0,008;0,008;0;0,03;0;0,093;0,037;0,03;0;0;0;0,004;0,025;0;0;0;0,004;0;0,008;0,004;0,18;0,004;0;0;0,008;0;0;0;0;0;0,004;0;0;0;0,004;0;0,004;0;0,226;0,423;0,004;0,034;0,013;0;0,008;0,067;0;0;0;0,004;0;0;0,004;0;0,025;0;0;0,004;0,013
X15013.3200487845;0,006;0;0,013;0,004;0;0,03;0;0,068;0,056;0,008;0;0;0;0,008;0,008;0;0;0;0;0;0,008;0,004;0,213;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0,004;0;0;0;0,39;0,316;0;0,051;0;0;0,004;0,078;0;0,008;0;0;0;0;0,004;0;0,055;0;0;0;0,003
