;Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae;Betula;Botryococcus;Brassicaceae;Buxus;Callidina angusticollis;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Castanea sativa;Centaurea;Cerealia-type;Chenopodiaceae/Amaranthaceae;Callina vulgaris;Corylus;Crepis-type;Cyperaceae;Entophlyctis lobata;Euhedra distachya-type;Ephedra fragilis-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juglans;Juniperus;Mercuriales-type;Onagraceae;Oxalis stricta;Picea;Pinus;Plantaginaceae;Poaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Rumex;Salix;Saxifragaceae;Scrophularia-type;Senecio-type;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia
X5784.2692619413;0,003;0,003;0,116;0,038;0;0,006;0;0,266;0;0;0;0;0;0;0;0;0,003;0;0,003;0;0,142;0;0,009;0,028;0;0;0,014;0;0,064;0;0,029;0;0;0;0;0;0;0;0;0;0,016;0,012;0;0,038;0;0;0,194;0;0,003;0;0,003;0,003;0;0;0,003;0;0;0,014;0;0,026;0,006
X5858.9561828408;0;0;0,154;0;0;0,006;0;0,241;0;0;0;0;0;0;0;0;0;0;0;0;0,182;0;0,011;0,027;0;0;0,011;0;0,036;0;0,056;0;0;0;0;0;0;0;0;0;0,014;0,015;0;0,022;0;0;0,177;0;0,003;0,003;0,006;0,011;0;0;0;0;0;0,025;0;0,036;0,003
X5933.6431037403;0;0;0,094;0,01;0;0,01;0;0,302;0;0,003;0;0;0;0,003;0;0;0;0;0;0;0,117;0,006;0,046;0;0;0;0,019;0;0,045;0;0,052;0;0;0;0;0;0;0;0;0;0;0,01;0;0,039;0,003;0;0,208;0,006;0;0,003;0,006;0,003;0;0;0;0;0;0,029;0;0,036;0,027
X6008.9824004653;0;0;0,095;0,006;0;0;0;0,363;0;0;0;0;0,003;0,003;0;0;0;0;0;0;0,095;0;0,018;0,021;0;0;0,015;0;0,052;0;0,055;0;0;0;0;0,003;0;0;0;0;0,017;0,028;0;0,055;0;0;0,154;0;0;0;0;0;0;0;0;0;0;0,022;0;0,031;0,006
X6084.9740730158;0;0,003;0,088;0,006;0;0;0;0,302;0;0;0;0;0;0,003;0;0;0;0;0;0;0,159;0;0,013;0,097;0;0,003;0,016;0;0,019;0;0,052;0;0;0;0;0;0;0;0;0;0,019;0,029;0;0,019;0;0;0,179;0;0,003;0;0,006;0,003;0;0;0;0;0;0,039;0;0,045;0,006
X6160.9657455663;0;0,01;0,085;0,003;0;0;0;0,299;0;0;0;0;0;0,003;0;0;0;0;0;0;0,117;0;0,016;0,031;0;0;0,013;0;0,033;0;0,062;0;0,003;0;0;0;0;0;0;0;0,023;0,028;0;0,023;0;0;0,237;0;0;0;0;0,003;0;0;0;0;0,003;0,02;0;0,026;0,006
X6234.0747574533;0;0,006;0,078;0,006;0;0,006;0;0,357;0;0;0;0;0;0;0;0;0;0;0;0;0,107;0;0,009;0,042;0;0;0,025;0;0,041;0;0,044;0;0;0;0;0;0;0;0;0;0,022;0,028;0;0,041;0;0;0,141;0;0,009;0;0,003;0,003;0;0;0;0;0;0,034;0;0,038;0,003
X6307.1837693403;0;0,003;0,107;0,006;0;0;0;0,281;0;0;0;0;0;0,006;0;0;0;0;0;0;0,115;0;0,029;0,111;0;0;0;0;0,038;0;0,056;0;0;0,003;0;0;0;0;0;0;0,024;0,021;0,003;0,053;0;0;0,186;0;0,006;0;0,003;0,003;0;0;0;0;0;0,03;0,003;0,044;0,003
X6383.99046168955;0,007;0;0,081;0,01;0;0,02;0,003;0,281;0;0;0,003;0;0;0;0;0;0;0;0;0;0,075;0;0,066;0;0;0;0;0;0,024;0;0,071;0;0,003;0;0;0;0,003;0;0;0;0,015;0,032;0;0,071;0;0;0,186;0,013;0,007;0;0;0;0;0;0;0;0;0,031;0;0,051;0,009
X6464.49483450105;0;0,003;0,079;0,007;0;0,003;0;0,208;0;0;0;0;0;0,003;0;0;0;0;0,003;0;0,129;0;0,032;0,003;0;0,003;0;0;0,03;0;0,112;0;0;0;0;0;0,03;0;0;0;0,012;0,023;0;0,049;0;0;0,204;0;0,013;0;0,003;0;0;0;0;0;0;0,016;0;0,063;0,003
X6544.99920731255;0;0;0,05;0,021;0;0,003;0;0,318;0;0;0;0;0;0,009;0;0;0;0;0;0;0,131;0;0,034;0,037;0;0;0,006;0;0,024;0;0,045;0,003;0;0,003;0;0;0;0;0;0;0,016;0,034;0;0,05;0;0;0,181;0;0,009;0;0;0;0;0;0;0;0;0,027;0,003;0,065;0,006
X6623.80036834255;0;0;0,094;0,014;0;0;0;0,308;0;0;0;0;0,003;0,003;0;0;0;0;0;0;0,147;0;0,059;0,031;0;0;0,003;0;0,01;0;0,049;0;0;0;0;0;0;0;0;0;0,03;0,033;0;0,038;0;0;0,154;0,007;0,01;0;0,007;0,01;0;0;0;0;0;0,021;0,003;0,052;0,006
X6702.60152937255;0;0;0,074;0;0;0;0;0,281;0;0;0;0;0;0,007;0;0;0;0;0;0;0,134;0;0,032;0,077;0;0;0,01;0;0,02;0;0,057;0;0,003;0,003;0;0;0,01;0;0;0;0,012;0,008;0;0,03;0;0;0,258;0;0,003;0;0;0;0;0;0;0;0;0,03;0;0,057;0
X6779.67105217755;0;0;0,064;0,003;0;0;0;0,266;0;0;0;0,007;0;0;0;0;0;0;0;0;0,145;0;0,036;0,19;0;0;0,01;0;0,01;0;0,044;0,003;0;0;0;0;0,003;0;0;0;0,034;0,029;0;0,044;0;0;0,242;0;0,01;0;0,003;0;0;0;0;0;0;0,02;0;0,064;0,006
X6855.00893675755;0,003;0;0,064;0,01;0;0,01;0;0,191;0;0;0;0;0;0;0,003;0;0;0;0;0;0,087;0;0,069;0;0;0;0,01;0;0,02;0;0,104;0;0;0;0;0;0;0;0;0;0,034;0,017;0;0,091;0;0;0,235;0,013;0,003;0;0,01;0,003;0;0;0;0;0;0,013;0;0,084;0,033
X6930.34682133755;0;0;0,037;0,03;0;0,003;0;0,235;0;0,003;0;0,003;0,003;0;0;0;0;0;0;0;0,114;0;0,039;0,312;0;0;0,017;0;0,013;0;0,05;0;0;0,003;0;0;0,027;0;0;0;0,008;0,007;0;0,034;0;0;0,306;0;0,01;0;0;0;0;0;0;0;0,003;0,017;0;0,057;0,01
X6985.73023793455;0;0,013;0,044;0,025;0;0;0;0,314;0;0;0;0;0;0;0;0;0;0;0;0;0,082;0,003;0,031;0,192;0;0,01;0,013;0;0,006;0;0,054;0;0,003;0;0;0;0,029;0;0;0;0,041;0,027;0;0,038;0;0;0,209;0;0,006;0;0,006;0;0;0;0;0;0;0,019;0;0,048;0,006
X7041.11365453155;0;0;0,027;0,021;0;0;0;0,249;0;0;0;0;0,003;0,003;0;0;0;0;0;0;0,13;0;0,053;0,084;0;0;0,009;0;0,006;0;0,08;0;0;0;0;0;0,021;0;0;0;0,041;0,013;0;0,077;0;0;0,151;0,003;0,047;0;0,003;0;0;0;0;0;0;0,024;0,003;0,077;0
X7094.5419829388;0,005;0,003;0,094;0;0;0,003;0;0,185;0;0;0;0;0;0,003;0,003;0;0;0;0;0;0,172;0;0,01;0,039;0,003;0;0,01;0;0,057;0;0,054;0;0;0;0;0;0;0;0;0;0,032;0,034;0;0,02;0;0;0,195;0;0,003;0;0;0;0;0;0;0;0;0,044;0;0,074;0
X6779.67105217755.1;0,003;0,006;0,093;0;0;0,003;0;0,212;0;0;0;0;0;0,006;0;0;0;0;0;0;0,135;0;0,031;0,013;0;0;0,022;0;0,061;0;0,054;0;0;0;0;0;0;0;0;0;0,024;0,037;0;0,035;0;0;0,234;0;0,006;0;0,003;0;0;0;0,003;0;0;0,019;0;0,042;0,003
X6855.00893675755.1;0;0,007;0,072;0;0;0,003;0;0,131;0;0;0;0;0;0,003;0;0;0;0;0;0;0,18;0;0,013;0,038;0;0;0,033;0;0,079;0;0,056;0;0,003;0;0;0;0;0;0;0;0,041;0,056;0;0,029;0;0;0,226;0;0;0;0,003;0,003;0;0;0;0;0;0,039;0;0,036;0,003
X6930.34682133755.1;0;0,006;0,087;0,003;0;0,003;0;0,232;0;0;0;0;0,003;0,006;0;0;0;0;0;0;0,203;0;0,061;0,107;0;0;0,01;0;0,032;0;0,013;0;0;0;0;0;0;0;0;0;0,023;0,029;0;0,029;0;0;0,216;0;0,003;0;0,006;0;0;0;0,003;0;0;0,016;0;0,071;0,003
X6985.73023793455.1;0,003;0,007;0,045;0,007;0;0,007;0;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0,14;0;0,082;0,03;0;0;0,003;0;0,072;0;0,045;0;0,003;0;0;0;0;0;0;0;0,048;0,089;0;0,021;0;0;0,26;0;0,003;0;0;0,003;0;0;0;0;0,003;0,038;0;0,082;0,009
X7041.11365453155.1;0;0,003;0,066;0;0;0,003;0;0,163;0;0;0;0;0;0,003;0;0;0;0;0;0;0,142;0;0,037;0,01;0;0;0;0;0,083;0;0,045;0,003;0;0;0;0;0;0;0;0;0,047;0,049;0;0,021;0;0;0,218;0;0,007;0;0;0;0;0;0;0;0;0,035;0;0,111;0,01
X7094.5419829388.1;0,004;0,004;0,082;0;0;0;0;0,154;0;0;0;0;0;0;0;0;0;0;0;0;0,183;0;0,073;0,024;0;0;0;0;0,025;0;0,025;0;0;0;0;0;0;0;0;0;0,045;0,077;0;0,022;0;0,004;0,283;0,004;0;0;0,004;0;0;0;0;0;0;0,032;0;0,043;0,003
X7146.0152231563;0;0;0,06;0,003;0;0;0;0,235;0;0;0;0;0;0;0;0;0;0;0;0;0,184;0;0,042;0,036;0;0;0,074;0;0,037;0;0,02;0;0;0;0;0;0;0;0;0;0,008;0,02;0;0,023;0,003;0;0,218;0,003;0;0;0,003;0;0;0;0;0;0;0,023;0;0,08;0
X7197.4884633738;0,006;0,003;0,056;0,003;0;0,006;0;0,204;0;0;0;0;0,006;0;0;0;0;0;0;0;0,188;0,003;0,075;0,003;0;0;0,008;0;0,045;0;0,056;0;0;0;0;0;0;0;0;0;0,011;0,034;0;0,025;0;0;0,213;0;0;0;0,008;0;0;0;0;0;0;0,022;0;0,101;0
X7244.71461927205;0,006;0,003;0,036;0,006;0;0,003;0;0,152;0;0;0;0;0;0,006;0;0;0;0;0;0;0,158;0;0,075;0,058;0;0;0,006;0;0,026;0;0,039;0;0;0;0;0;0,006;0;0;0;0,037;0,039;0;0,048;0;0;0,278;0;0,003;0;0,003;0;0;0;0;0;0;0,032;0;0,107;0
X7291.9407751703;0;0;0,055;0;0;0,003;0;0,213;0;0;0;0,003;0,031;0;0;0;0;0;0;0;0,106;0,003;0,058;0,22;0;0;0,014;0;0,041;0;0,055;0;0;0;0;0;0,003;0;0;0;0,007;0,012;0;0,007;0;0;0,309;0;0;0,003;0,017;0;0;0;0;0;0;0,031;0;0,072;0,01
X7338.41594886175;0;0;0,062;0;0;0;0,003;0,224;0;0;0;0;0,003;0;0;0;0;0;0;0;0,189;0;0,058;0,123;0;0;0,01;0;0,016;0;0,036;0;0;0;0;0;0,003;0;0;0;0,002;0,033;0;0,029;0;0;0,293;0,003;0,003;0;0;0;0;0;0;0;0;0,01;0;0,072;0,006
X7384.1401403464;0;0,006;0,088;0,006;0;0,01;0,003;0,185;0;0;0;0;0;0,006;0,003;0;0;0;0;0;0,078;0;0,055;0;0;0,003;0,016;0;0,003;0;0,084;0;0;0,003;0;0;0;0;0;0;0,018;0,034;0;0,075;0;0;0,185;0;0,013;0,003;0,013;0;0;0;0;0;0;0,039;0;0,104;0,03
X7429.86433183105;0;0;0,045;0,023;0;0,006;0;0,277;0;0;0;0,003;0;0,003;0;0;0;0;0;0;0,097;0;0,04;0,203;0;0,003;0,023;0;0,013;0,003;0,052;0;0;0;0;0;0,006;0;0;0;0,008;0,021;0;0,026;0;0;0,245;0;0,016;0;0,003;0,006;0;0;0;0;0;0,055;0;0,061;0,003
X7479.13654282855;0,004;0;0,061;0,014;0;0;0;0,254;0;0;0;0;0;0;0;0;0;0;0;0;0,097;0;0,076;0,079;0;0;0,004;0;0,007;0,007;0,079;0;0;0;0;0;0,029;0;0;0;0,025;0,034;0;0,039;0;0;0,233;0;0,018;0;0;0;0;0;0;0;0,004;0,007;0;0,082;0,007
X7528.40875382605;0;0;0,044;0,029;0;0;0;0,375;0;0;0;0;0;0,008;0;0;0;0;0;0;0,156;0,003;0,066;0,121;0;0;0,008;0;0,005;0,005;0,026;0;0;0;0;0;0,021;0;0;0;0,013;0,014;0;0,057;0;0;0,146;0;0,013;0;0;0;0;0;0;0;0;0,003;0;0,075;0,005
X7577.3938473893;0,003;0,003;0,047;0,018;0;0;0;0,176;0;0;0;0;0;0,006;0;0;0;0;0;0;0,188;0;0,091;0,124;0;0;0,026;0;0,003;0;0,047;0,006;0;0,003;0;0;0,015;0;0;0;0,025;0,047;0;0,053;0;0;0,2;0;0,009;0;0,003;0;0;0;0;0;0;0,018;0;0,103;0,008
X7626.0918235183;0;0;0,055;0,009;0;0,003;0;0,277;0;0;0;0;0,003;0,003;0;0;0;0;0;0;0,132;0;0,085;0,119;0;0;0,022;0;0,006;0,015;0,046;0;0;0;0;0;0,009;0;0;0;0,008;0,029;0;0,049;0;0;0,175;0;0,012;0;0;0;0;0;0;0;0;0,018;0;0,123;0,011
X7674.7897996473;0;0,018;0,062;0,015;0;0,004;0;0,219;0;0,004;0;0;0;0,004;0;0;0;0;0;0;0,113;0,015;0,144;0;0;0;0;0;0;0,007;0,036;0;0,004;0,004;0;0;0;0;0;0,007;0,013;0,044;0;0,091;0;0;0,182;0,025;0,026;0;0,004;0;0;0;0;0;0;0,036;0;0,08;0,032
X7811.8270912561;0;0;0,072;0,016;0;0;0;0,293;0;0;0;0;0;0;0;0;0;0;0;0;0,145;0;0,109;0;0;0;0;0;0;0,003;0,026;0;0;0;0;0;0,003;0;0;0;0,035;0,03;0;0,069;0;0;0,171;0,007;0,02;0;0;0;0;0;0;0;0;0,02;0;0,092;0,006
X7948.8643828649;0,005;0,003;0,069;0,028;0;0,003;0;0,239;0;0;0;0;0;0;0;0;0;0;0;0;0,118;0;0,043;0,049;0;0;0,003;0;0,042;0;0,035;0,003;0;0;0;0;0;0;0;0;0,017;0,076;0;0,021;0;0;0,256;0;0,017;0;0;0;0;0;0;0;0;0,007;0;0,045;0,01
X8127.49909424055;0,005;0,003;0,077;0,03;0;0;0;0,281;0;0;0;0;0,003;0;0;0;0;0;0;0;0,147;0;0,063;0,08;0;0;0,007;0;0,023;0,003;0,047;0;0;0;0;0;0;0;0;0;0,04;0,044;0;0,023;0;0;0,161;0;0,017;0,003;0;0;0;0;0;0;0;0,037;0;0,037;0,015
X8347.73122538305;0,005;0,004;0,032;0,032;0;0,007;0;0,272;0;0;0;0;0;0;0;0;0;0;0;0;0,208;0,004;0,097;0,007;0;0;0,004;0;0,018;0;0,022;0;0;0;0;0;0;0;0;0;0,009;0,086;0;0,029;0,004;0;0,151;0;0,014;0;0,004;0;0;0;0;0;0;0,022;0;0,075;0
X8567.96335652555;0;0,004;0,011;0,025;0;0,007;0;0,317;0;0;0;0;0;0,011;0;0;0;0;0;0;0,227;0,004;0,168;0;0;0;0;0;0;0;0,011;0;0;0;0;0;0;0;0;0;0;0,11;0;0,054;0;0;0,097;0;0,036;0;0;0,014;0;0;0;0;0;0,007;0;0,061;0,006
X8802.15202435555;0;0,004;0,015;0,041;0;0,015;0;0,258;0;0,004;0;0;0,004;0;0;0;0;0;0;0;0,266;0,004;0,188;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004;0;0;0;0;0,161;0;0,034;0;0;0,052;0;0,071;0,007;0,007;0,019;0;0;0;0;0;0,011;0;0,022;0,006
X9036.34069218555;0;0;0,01;0,034;0;0,005;0;0,093;0;0;0;0;0;0;0;0;0;0;0;0;0,123;0,029;0,346;0;0;0;0;0;0;0,025;0;0;0;0;0;0;0,059;0;0;0;0;0,333;0;0,157;0;0;0,025;0,005;0,015;0,049;0;0;0;0;0,005;0;0,01;0;0;0,015;0
X9259.87892374055;0;0;0,01;0,01;0;0,005;0;0,233;0;0;0;0;0;0;0;0;0;0;0;0;0,124;0,016;0,401;0;0;0;0;0;0;0;0,005;0;0;0;0;0;0,057;0;0;0;0;0,368;0;0,047;0;0;0,016;0,005;0,016;0,01;0;0,016;0;0;0,005;0;0,005;0,005;0;0,052;0,006
X9472.76671902055;0;0;0,012;0,012;0;0;0;0,269;0;0;0;0;0;0;0;0;0;0;0;0;0,219;0,004;0,314;0;0;0;0;0;0;0,004;0;0,004;0;0;0;0;0;0;0;0;0;0,339;0,004;0,021;0;0;0,037;0;0,004;0,004;0,004;0,017;0;0;0;0;0;0,004;0;0,029;0,011
X9685.65451430055;0;0;0,021;0,007;0;0;0;0,189;0;0,007;0;0;0;0,007;0;0;0;0;0;0;0,164;0,004;0,094;0;0;0;0;0;0;0,032;0;0,004;0;0;0;0;0;0;0;0;0;0,452;0;0,036;0,004;0;0,011;0;0,032;0;0,004;0;0;0;0,004;0;0;0;0;0,004;0,006
X9885.34358489805;0;0;0,014;0;0;0;0;0,278;0;0;0;0;0;0;0;0;0;0;0;0;0,149;0,004;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0,039;0,007;0;0,007;0;0,004;0;0;0,011;0;0;0;0;0;0;0;0,004;0
X10085.0326554955;0;0;0;0;0;0;0;0,321;0;0;0;0;0;0,003;0;0;0;0;0;0;0,147;0,007;0,097;0;0;0;0;0;0;0,013;0;0;0;0;0;0;0;0;0;0;0;0,426;0;0,03;0;0;0;0,01;0,017;0;0;0,017;0;0;0;0;0;0,003;0;0,003;0,006
X10286.9661499158;0;0;0;0,013;0;0,009;0;0,274;0;0;0;0;0;0,004;0;0;0;0;0;0;0,009;0;0,285;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,004;0,578;0;0,045;0;0;0;0,004;0,04;0;0;0;0;0;0;0;0,004;0;0;0;0,009
X10491.1440681588;0;0;0,004;0,008;0;0,011;0;0,181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,151;0;0;0;0;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0;0,667;0;0,019;0;0;0;0,004;0,034;0;0,004;0,03;0;0;0,008;0;0,011;0;0;0;0,019
X10695.3219864018;0;0;0;0;0;0,004;0;0,034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,929;0;0,034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003
X10904.0287332443;0;0;0;0;0;0,009;0;0,121;0;0;0;0;0;0;0,004;0;0;0;0,004;0;0;0,004;0,355;0;0;0;0;0;0;0,004;0;0;0;0,004;0;0;0;0;0;0;0;0,713;0;0,094;0;0;0;0,009;0,013;0,004;0,004;0,004;0;0;0,004;0;0,004;0;0;0;0,006
X11112.7354800868;0;0;0;0;0;0,004;0;0,087;0;0,004;0;0;0;0;0;0;0;0;0,004;0;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,805;0;0,08;0;0;0;0;0;0,004;0;0,004;0;0;0,004;0;0,004;0;0;0;0,006
X11322.083191744;0;0;0;0;0;0;0;0,072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0,826;0;0,079;0;0;0;0,003;0;0;0,003;0,007;0;0;0;0;0,007;0;0;0,003;0,003
X11532.071868216;0;0;0;0,019;0;0,015;0;0,252;0;0;0;0;0;0;0,005;0;0;0;0,005;0;0;0,005;0,35;0,042;0;0,005;0;0;0;0;0;0;0;0;0;0;0,029;0;0;0;0;0,34;0;0,175;0;0;0;0,005;0,019;0,034;0,01;0,078;0;0;0;0;0,005;0;0;0;0,012
X11742.0605446881;0;0;0;0,027;0;0,014;0;0,116;0;0,088;0;0;0;0;0,007;0;0;0;0,007;0;0;0;0,507;0,007;0;0;0;0;0;0;0;0;0;0,007;0;0;0,041;0;0;0;0;0,327;0;0,218;0;0;0;0,039;0;0,041;0,027;0,048;0;0;0,007;0;0,02;0;0;0;0,013
X11957.093914549;0;0;0;0;0;0,014;0;0,161;0;0,014;0;0;0;0;0;0;0;0;0,007;0;0;0;0,558;0;0;0;0;0;0;0;0;0;0;0;0;0;0,028;0;0;0;0;0,389;0;0,33;0;0;0;0;0,007;0;0,014;0,021;0;0;0,007;0;0,007;0;0;0;0
X12172.12728441;0;0;0;0,012;0;0,012;0;0,188;0;0,006;0;0;0;0;0,012;0;0;0;0;0;0;0;0,466;0,035;0;0;0;0;0;0,012;0;0;0;0;0;0;0,018;0;0;0;0;0,152;0;0,345;0;0;0;0,006;0;0,018;0,012;0,176;0;0;0,006;0;0,012;0;0;0;0,013
X12381.3061093548;0;0;0;0;0;0,035;0;0,278;0;0,006;0;0;0;0;0;0;0;0;0;0;0;0,023;0,433;0,017;0;0;0;0;0;0,006;0;0;0,006;0;0;0;0,023;0;0;0;0;0,194;0;0,342;0;0,006;0;0,011;0;0;0,012;0,058;0;0;0,012;0;0;0;0;0;0,019
X12584.6303893833;0;0;0;0;0;0,056;0;0,291;0;0,038;0;0,027;0;0;0,028;0;0;0;0;0;0;0,019;0,741;0,053;0;0;0;0;0;0;0;0;0;0,038;0;0;0,066;0;0;0;0;0,07;0;0,235;0;0;0;0,045;0;0,019;0,009;0,094;0;0;0,009;0;0,009;0;0;0;0,005
X12787.9546694118;0;0;0;0,039;0;0,097;0;0,194;0;0,058;0;0;0;0;0,029;0;0;0;0,01;0;0;0,019;0,707;0;0;0;0,01;0;0;0;0;0;0,019;0,029;0;0;0,019;0;0;0;0;0,049;0;0,126;0;0;0,019;0;0;0,01;0,019;0,223;0;0;0,019;0;0,01;0;0;0;0,011
X13001.4642397748;0;0;0;0,042;0;0,099;0;0,346;0;0,031;0;0;0;0;0;0;0;0;0,016;0;0;0,016;0,396;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0,026;0;0;0;0;0,005;0;0,162;0;0;0;0,015;0,01;0,016;0,01;0,183;0;0;0,01;0;0,016;0;0;0;0,009
X13214.9738101378;0;0;0;0,017;0;0,068;0;0,165;0;0,068;0;0;0;0;0,011;0;0;0;0;0;0;0;0,558;0;0;0;0;0;0;0,011;0;0;0,011;0,017;0;0;0,085;0;0;0;0;0,003;0;0,313;0;0;0,006;0;0;0,017;0,006;0,142;0;0;0,006;0;0,011;0;0,034;0;0,012
X13423.2811577853;0;0;0;0,01;0;0,039;0;0,137;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0,686;0;0;0,01;0;0;0;0;0;0;0,01;0,01;0;0;0,098;0;0;0;0;0,005;0;0,234;0;0;0;0,028;0,01;0,049;0,01;0,361;0;0;0;0;0,01;0;0;0;0,012
X13626.3862827173;0;0;0;0,01;0;0,03;0;0,09;0;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0,01;0,704;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0,12;0;0;0;0;0;0;0,34;0;0;0;0,02;0;0,03;0,01;0,31;0;0;0,01;0;0,01;0;0;0;0,014
X13829.4914076493;0;0;0;0,007;0;0,028;0,007;0,056;0;0,014;0;0;0;0;0,021;0;0;0;0;0;0;0;0,56;0;0;0;0;0;0;0;0;0;0,007;0,021;0;0;0,042;0;0;0;0;0,007;0;0,21;0;0;0;0;0,007;0,007;0,007;0,538;0;0;0;0;0,021;0;0;0;0,012
X14024.9358789442;0;0;0;0,09;0;0,024;0;0,033;0,009;0,005;0;0;0;0;0,005;0;0;0;0;0;0;0;0,499;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0,019;0,005;0,57;0;0;0,012;0;0,147;0;0;0;0,019;0;0,014;0;0,038;0;0;0,005;0;0,005;0;0;0;0,007
X14220.3803502391;0;0;0;0,025;0;0,099;0;0,14;0;0,017;0;0;0;0;0;0;0;0;0,008;0;0;0,017;0,628;0,008;0,008;0;0;0;0;0;0;0;0,008;0,017;0;0;0,025;0;0;0;0;0,008;0;0,463;0;0;0;0,008;0,033;0,008;0;0,074;0;0;0;0;0,017;0;0;0;0,012
X14376.2827225541;0;0;0;0,02;0;0,151;0;0,161;0;0,04;0;0;0;0;0,02;0;0;0;0,04;0;0;0;0,687;0;0;0;0;0;0;0;0;0;0,04;0,03;0;0;0,05;0;0;0;0;0,015;0,01;0,221;0;0;0;0,02;0;0,01;0;0,07;0;0;0,03;0;0,09;0;0;0;0,006
X14492.6429958893;0;0;0;0;0;0,09;0;0,08;0,01;0,131;0;0;0;0;0,02;0;0;0;0,01;0;0;0;0,741;0;0;0;0;0;0;0,01;0;0,01;0,06;0;0;0;0,03;0;0;0;0,01;0,065;0;0,322;0;0;0;0,057;0;0;0;0,111;0;0;0,02;0;0,02;0;0;0;0,005
X14609.0032692245;0;0;0;0;0;0,075;0;0,047;0;0,235;0;0;0;0;0,009;0;0;0;0,019;0;0;0,028;0,786;0;0,009;0;0;0;0;0;0;0;0,009;0;0;0;0,019;0;0;0;0,014;0,103;0;0,244;0;0;0;0,036;0;0,019;0,009;0,085;0;0;0,047;0;0,019;0;0;0;0,008
X14710.0824641146;0;0;0;0;0,01;0,03;0;0,069;0;0,227;0;0;0;0;0,049;0;0,01;0;0,01;0;0;0,01;0,732;0;0,01;0,01;0,01;0;0;0,01;0;0;0;0;0;0;0,02;0;0;0;0,044;0,167;0;0,138;0;0;0;0;0;0,03;0,01;0,049;0;0;0,02;0;0,02;0;0;0;0,008
X14811.1616590046;0;0;0;0,014;0;0,057;0;0,043;0;0,298;0;0;0;0;0,028;0;0;0;0,028;0;0;0,128;0,55;0;0,014;0;0,014;0;0;0;0;0;0;0;0;0;0;0;0;0;0,043;0,206;0;0,085;0;0;0;0;0;0;0;0,028;0;0;0,014;0;0;0;0;0;0,006
X14912.2408538945;0;0;0;0;0,014;0,041;0;0,014;0,026;0,197;0;0;0;0,007;0,061;0;0;0;0,034;0;0;0,116;0,385;0;0,007;0;0,007;0;0;0,007;0;0;0,007;0;0;0;0,014;0;0;0;0;0,095;0;0,313;0;0;0;0,007;0;0;0;0,027;0;0;0,02;0;0,014;0;0;0;0,008
X16478.9683746895;0;0;0;0;0;0,041;0;0,014;0,026;0,15;0;0;0;0,014;0,041;0;0;0;0,027;0;0,014;0,082;0,41;0;0;0,014;0;0;0;0;0;0;0;0;0;0;0,014;0;0;0;0;0,211;0;0,272;0;0;0;0,013;0;0;0;0,041;0;0;0,014;0;0,054;0;0;0;0
X16580.0475695796;0;0;0,005;0;0,005;0,038;0;0,044;0,032;0,18;0;0;0;0;0,109;0;0;0;0,038;0;0,005;0,153;0,387;0;0;0;0;0;0;0;0;0;0,016;0;0;0;0,005;0;0;0;0;0,095;0;0,234;0;0;0;0,011;0,005;0;0;0,027;0;0;0,022;0;0,016;0;0;0;0,013
X16681.1267644696;0;0;0;0;0,019;0,067;0;0,057;0,028;0,191;0;0;0;0;0,067;0;0;0;0,038;0;0;0,153;0,424;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0,091;0;0,211;0;0;0;0,037;0;0;0;0,038;0;0;0,038;0;0;0;0;0;0,016
X16782.2059593596;0;0;0;0;0;0,014;0;0,014;0,014;0,264;0;0;0;0;0,028;0;0;0;0,028;0;0;0,09;0,515;0;0;0;0;0;0;0;0;0;0,007;0;0;0;0,049;0;0;0;0,014;0,076;0;0,368;0;0;0;0,02;0;0;0;0,021;0;0;0;0;0,028;0;0;0;0,026
