;Abies;Acer campestre-type;Alnus;Artemisia;Betula;Buxus;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Centaurea;Chenopodiaceae/Amaranthaceae;Corylus;Cyperaceae;Ephedra;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Poaceae;Hedera;Helianthemum;Ilex;Juniperus;Picea;Pinus;Plantaginaceae;Polygonum;Populus;Quercus;Ranunculaceae;Rosaceae;Rubiaceae;Salix;Sanguisorba;Saxifraga;Saxifragaceae;Scabiosa;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Urtica;Valeriana;Varia;Hippophae rhamnoides;Rumex;Asteraceae subf. Cichorioideae;Apiaceae;Fabaceae;Brassicaceae;Asteraceae subf. Asteroideae
X43592.9692077365;0;0;0,021978022;0,010989011;0,131868132;0;0;0,005494505;0;0;0,001831502;0,012820513;0,208791209;0;0;0;0,001831502;0,001831502;0;0,117216117;0;0,001831502;0;0,005494505;0,095238095;0,302197802;0;0;0;0,003663004;0,014652015;0,001831502;0;0;0;0;0,003663004;0;0;0,027472527;0;0;0,003663004;0;0;0,001831502;0;0,001831502;0,005494505;0,001831502;0;0,014652015;0
X44254.1792107875;0,001890359;0;0,007561437;0,011342155;0,107750473;0;0;0,005671078;0,001890359;0;0,003780718;0,013232514;0,228733459;0;0;0;0;0,001890359;0;0,124763705;0;0;0;0;0,107750473;0,264650284;0,001890359;0;0;0,009451796;0,018903592;0;0,005671078;0,003780718;0;0;0;0;0;0,035916824;0;0;0;0;0;0,003780718;0;0,005671078;0,005671078;0,007561437;0;0,011342155;0,009451796
X44813.6645979845;0,001669449;0;0,011686144;0,016694491;0,091819699;0;0;0,001669449;0,005008347;0;0,001669449;0,011686144;0,250417362;0;0;0;0;0,008347245;0;0,123539232;0;0,001669449;0;0;0,125208681;0,277128548;0,001669449;0;0;0,001669449;0,011686144;0;0,001669449;0;0;0;0;0;0;0,026711185;0;0;0;0;0;0,001669449;0;0,001669449;0,001669449;0,005008347;0;0,016694491;0,001669449
X45525.7369089625;0;0;0,007490637;0,016853933;0,074906367;0;0;0,001872659;0,003745318;0;0;0,011235955;0,254681648;0;0;0;0;0,003745318;0;0,134831461;0;0;0;0;0,132958801;0,264044944;0,001872659;0;0;0,003745318;0,026217228;0,003745318;0,003745318;0;0;0;0;0;0;0,031835206;0;0;0;0;0;0,001872659;0;0,005617978;0;0;0;0,013108614;0,001872659
X46288.6715278675;0;0;0;0,003952569;0,061264822;0;0,001976285;0;0,001976285;0;0;0,007905138;0,272727273;0;0;0;0;0,001976285;0;0,112648221;0;0;0;0,003952569;0,152173913;0,274703557;0;0,001976285;0;0,007905138;0,019762846;0,009881423;0;0;0;0;0;0;0;0,023715415;0;0;0,001976285;0;0;0,005928854;0;0,011857708;0,005928854;0;0;0,011857708;0,003952569
X47051.6061467725;0;0;0,01141925;0,009787928;0,055464927;0;0;0,001631321;0,003262643;0;0;0,017944535;0,221859706;0;0;0;0;0,008156607;0;0,120717781;0;0;0;0;0,153344209;0,30995106;0;0;0;0,008156607;0,017944535;0,003262643;0,003262643;0;0;0;0;0;0;0,016313214;0;0;0,001631321;0;0;0,001631321;0,001631321;0,003262643;0,009787928;0,004893964;0;0,01141925;0,003262643
X47560.2292260425;0;0;0,017241379;0,010971787;0,067398119;0;0;0,003134796;0,007836991;0;0,001567398;0,015673981;0,274294671;0;0;0;0;0;0;0,10815047;0;0;0;0;0,130094044;0,264890282;0;0;0;0,006269592;0,010971787;0;0,003134796;0,001567398;0;0;0;0;0;0,032915361;0;0;0;0;0,001567398;0,004702194;0;0,006269592;0,004702194;0,004702194;0;0,017241379;0,004702194
X48068.8523053125;0;0;0,010582011;0,005291005;0,066666667;0;0;0,006349206;0,001058201;0;0,003174603;0,015873016;0,210582011;0;0;0;0;0,006349206;0;0,11957672;0;0,001058201;0;0;0,184126984;0,31005291;0,001058201;0,002116402;0;0,010582011;0,00952381;0;0;0,001058201;0;0;0;0;0;0,021164021;0;0;0;0;0;0,003174603;0;0,002116402;0,002116402;0,001058201;0;0,004232804;0,001058201
X48577.4753845825;0;0;0,008080808;0,014141414;0,068686869;0;0;0;0,002020202;0;0;0,01010101;0,260606061;0;0;0;0;0,004040404;0;0,115151515;0;0;0;0,002020202;0,165656566;0,303030303;0;0;0;0,002020202;0,008080808;0,002020202;0,002020202;0;0;0;0;0;0;0,014141414;0;0;0,002020202;0;0;0,002020202;0;0,006060606;0;0,002020202;0;0,004040404;0,002020202
X49086.0984638525;0;0;0,006802721;0,010204082;0,037414966;0;0;0,005102041;0,003401361;0;0;0,00170068;0,386054422;0;0,00170068;0;0;0;0;0,115646259;0;0;0;0,003401361;0,141156463;0,234693878;0;0;0;0,006802721;0,008503401;0;0,003401361;0;0;0;0;0;0;0,018707483;0;0;0;0;0;0,00170068;0;0,003401361;0;0,00170068;0;0,006802721;0,00170068
X49594.7215431225;0,001194743;0;0,003584229;0,014336918;0,03823178;0;0;0,001194743;0,003584229;0;0;0,007168459;0,548387097;0;0;0;0;0,001194743;0;0,063321386;0;0,002389486;0;0;0,100358423;0,154121864;0;0,001194743;0;0;0,005973716;0,001194743;0,003584229;0,001194743;0;0;0;0;0;0,022700119;0;0;0;0;0;0,003584229;0;0;0,003584229;0,001194743;0;0,013142174;0,003584229
X50611.9677016625;0,002985075;0;0,005970149;0,019402985;0,047761194;0;0;0,004477612;0,001492537;0;0,001492537;0,019402985;0,249253731;0;0;0;0,001492537;0,001492537;0;0,094029851;0;0;0;0;0,208955224;0,252238806;0,001492537;0,001492537;0;0,005970149;0,013432836;0,007462687;0,004477612;0;0;0;0;0;0;0,025373134;0;0;0;0;0;0,005970149;0;0,002985075;0,001492537;0,002985075;0;0,011940299;0,004477612
X51629.2138602025;0,001508296;0;0,007541478;0,021116139;0,075414781;0;0;0,007541478;0;0;0;0,006033183;0,147812971;0;0,001508296;0;0;0,006033183;0;0,085972851;0;0,001508296;0;0;0,230769231;0,345399698;0;0;0;0,004524887;0,003016591;0,001508296;0,004524887;0;0;0;0;0;0;0,022624434;0;0;0;0;0;0,004524887;0;0,001508296;0,001508296;0,004524887;0;0,006033183;0,007541478
X52646.4600187425;0;0;0,011844332;0,030456853;0,07106599;0;0;0,003384095;0,001692047;0;0;0,016920474;0,133671743;0;0,001692047;0;0;0,00676819;0;0,113367174;0;0,001692047;0;0,001692047;0,204737733;0,357021997;0;0;0;0,003384095;0,001692047;0;0;0;0;0;0;0;0;0,015228426;0;0;0;0;0;0,003384095;0;0;0,00676819;0,005076142;0;0,003384095;0,005076142
X53663.7061772825;0;0;0,009693053;0,012924071;0,093699515;0;0;0;0,004846527;0;0,001615509;0,011308562;0,135702746;0;0,004846527;0;0;0,006462036;0;0,077544426;0;0,001615509;0;0;0,185783522;0,386106624;0,001615509;0,001615509;0;0,004846527;0,004846527;0;0,008077544;0;0;0;0;0;0;0,024232633;0;0;0;0;0;0,008077544;0;0,004846527;0;0;0;0,008077544;0,001615509
X54172.3292565525;0;0;0,007259528;0,007259528;0,078039927;0;0;0,001814882;0;0;0;0,010889292;0,154264973;0;0,001814882;0;0;0,005444646;0;0,068965517;0;0;0;0;0,239564428;0,379310345;0;0;0;0,003629764;0;0,003629764;0,001814882;0;0;0;0;0;0;0,025408348;0;0;0;0;0;0,001814882;0;0;0,003629764;0,003629764;0;0,001814882;0
X54477.5031041145;0;0;0,005738881;0,00286944;0,100430416;0;0;0,004304161;0;0;0;0,011477762;0,024390244;0;0;0;0,00143472;0,00286944;0;0,021520803;0;0;0;0;0,387374462;0,417503587;0;0;0;0,007173601;0,00286944;0,00143472;0;0;0;0;0;0;0;0,00286944;0,00143472;0;0,00143472;0;0;0;0;0;0;0;0;0;0,00286944
X54680.9523358225;0,001597444;0;0,015974441;0;0,099041534;0;0;0,028753994;0;0;0;0,02715655;0,00798722;0;0;0;0,001597444;0,001597444;0,003194888;0,014376997;0;0;0;0;0,410543131;0,349840256;0;0;0;0,028753994;0,001597444;0;0;0;0;0;0;0;0;0;0;0;0,003194888;0;0;0,001597444;0;0,001597444;0;0;0;0;0,001597444
X55036.9884913115;0,001592357;0;0,015923567;0,001592357;0,093949045;0;0;0,01910828;0;0;0;0,054140127;0,003184713;0;0;0;0,001592357;0;0,003184713;0,006369427;0;0;0;0;0,374203822;0,339171975;0;0;0;0,079617834;0,001592357;0;0,001592357;0;0;0;0;0;0;0;0;0;0;0;0;0,001592357;0;0;0;0;0;0,001592357;0
X55189.5754150925;0;0;0,001730104;0,001730104;0,138408304;0;0;0;0;0;0;0,057093426;0,010380623;0;0;0;0;0;0,003460208;0,01384083;0;0;0;0;0,23183391;0,429065744;0;0;0;0,102076125;0,001730104;0;0;0;0;0;0;0;0;0;0,003460208;0;0,005190311;0;0;0;0;0;0;0;0;0;0
X55342.1623388735;0;0;0,01320132;0;0,163366337;0;0;0,008250825;0;0;0;0,067656766;0,01320132;0;0;0;0;0,001650165;0;0,008250825;0;0;0;0;0,196369637;0,405940594;0;0;0;0,115511551;0,001650165;0;0;0;0;0;0;0;0;0;0;0;0,004950495;0;0;0;0;0;0;0;0;0;0
X55469.318108691;0;0;0,013793103;0,003448276;0,163793103;0;0;0,00862069;0,001724138;0;0;0,010344828;0,112068966;0;0;0;0,001724138;0,001724138;0;0,034482759;0;0;0;0,001724138;0,124137931;0,484482759;0;0;0;0,012068966;0,003448276;0,001724138;0,003448276;0;0;0;0;0;0;0,00862069;0;0;0,003448276;0;0;0,001724138;0;0,001724138;0;0;0;0,001724138;0
X55596.4738785085;0;0;0,018489985;0,01540832;0,303543914;0;0;0,001540832;0;0;0;0,00770416;0,030816641;0;0;0;0;0,006163328;0;0,05238829;0;0;0;0;0,024653313;0,505392912;0;0;0;0,00770416;0,009244992;0,003081664;0;0;0;0;0;0;0;0,001540832;0;0;0,003081664;0;0;0,003081664;0;0;0;0,003081664;0;0;0,003081664
X55825.35426418;0;0;0,008460237;0,069373942;0,345177665;0;0,001692047;0;0;0;0;0;0,093062606;0;0,001692047;0;0;0,003384095;0;0,116751269;0;0,003384095;0;0,00676819;0,028764805;0,223350254;0,00676819;0;0;0;0,0321489;0,003384095;0,00676819;0,001692047;0;0;0;0;0;0,013536379;0;0;0;0;0;0,003384095;0,001692047;0,001692047;0,003384095;0,005076142;0;0,00676819;0,011844332
X55952.5100339975;0;0;0,001584786;0,076069731;0,335974643;0;0;0;0;0;0;0;0,087163233;0;0;0;0;0,006339144;0;0,175911252;0;0,004754358;0;0,023771791;0,033280507;0,187004754;0,004754358;0;0;0;0,012678288;0,001584786;0;0,001584786;0;0;0;0;0;0,006339144;0;0;0;0;0;0,001584786;0,001584786;0,009508716;0,004754358;0,006339144;0;0,004754358;0,012678288
X56206.8215736325;0;0;0,005084746;0,098305085;0,266101695;0;0;0;0,006779661;0;0,010169492;0;0,113559322;0;0;0;0;0,005084746;0;0,203389831;0;0,008474576;0;0,011864407;0,049152542;0,155932203;0,003389831;0;0;0;0,001694915;0;0;0,005084746;0;0;0;0;0;0,025423729;0;0;0;0;0;0,001694915;0;0,005084746;0,003389831;0,003389831;0;0,006779661;0,010169492
X56511.9954211945;0;0;0,014440433;0,093862816;0,232851986;0;0;0;0;0;0,003610108;0,003610108;0,119133574;0;0;0;0;0,009025271;0;0,14801444;0;0,005415162;0;0,007220217;0,066787004;0,193140794;0,007220217;0;0;0;0,02166065;0,003610108;0,009025271;0;0;0;0;0;0;0,02166065;0;0;0;0;0;0,007220217;0,009025271;0;0,007220217;0,007220217;0;0,005415162;0,003610108
X56766.3069608295;0;0;0,025179856;0,111510791;0,131294964;0;0;0,003597122;0;0;0,008992806;0,003597122;0,077338129;0;0,001798561;0;0;0,010791367;0;0,161870504;0;0;0;0,007194245;0,118705036;0,260791367;0,008992806;0;0;0;0,003597122;0,001798561;0,008992806;0;0;0;0;0;0;0,014388489;0;0;0,001798561;0;0;0,003597122;0,005395683;0,003597122;0,003597122;0,001798561;0;0,012589928;0,007194245
X56969.7561925375;0,001647446;0;0,004942339;0,084019769;0,10708402;0;0;0,004942339;0;0;0,008237232;0,001647446;0,064250412;0;0;0;0;0,003294893;0;0,116968699;0;0,006589786;0;0,008237232;0,245469522;0,275123558;0,001647446;0,001647446;0;0;0,003294893;0,001647446;0,001647446;0,006589786;0;0;0;0;0;0,019769357;0;0;0;0;0,004942339;0,003294893;0;0,004942339;0,001647446;0,006589786;0;0,003294893;0,006589786
X57274.9300400995;0;0;0,015570934;0,010380623;0,079584775;0;0;0,005190311;0;0;0,001730104;0,005190311;0,022491349;0;0,001730104;0;0;0;0;0,10899654;0;0;0;0;0,288927336;0,435986159;0,005190311;0;0;0,001730104;0,005190311;0,001730104;0,005190311;0;0;0;0;0;0;0,001730104;0;0;0;0;0;0;0;0;0;0,001730104;0;0;0,001730104
X57580.1038876615;0;0;0,010769231;0,001538462;0,067692308;0;0;0;0;0;0;0,001538462;0,015384615;0;0;0;0,001538462;0,001538462;0;0,055384615;0;0;0;0;0,309230769;0,513846154;0,001538462;0;0;0,001538462;0,003076923;0;0,003076923;0;0;0;0;0;0;0,003076923;0;0;0;0;0;0,003076923;0;0;0;0,004615385;0;0;0,001538462
X58037.8646590045;0;0;0,00610998;0,00407332;0,022403259;0;0;0,00203666;0;0;0,00203666;0;0,010183299;0;0;0;0,00203666;0,00407332;0;0,054989817;0;0;0;0;0,224032587;0,635437882;0,00203666;0;0;0,00610998;0,00203666;0;0,00407332;0;0;0;0;0;0;0;0,00203666;0;0,00203666;0;0;0;0,00203666;0;0,00610998;0,00610998;0;0;0
X58597.3500462015;0;0;0,007541478;0,003770739;0,042986425;0;0;0,002262443;0;0,000754148;0;0,003016591;0,016591252;0;0;0;0,002262443;0,003770739;0,000754148;0,056561086;0;0;0;0,001508296;0,247360483;0,595776772;0;0,000754148;0;0,000754148;0,000754148;0,000754148;0,002262443;0;0;0;0;0;0;0,000754148;0;0,000754148;0;0;0;0,002262443;0;0;0,000754148;0,002262443;0;0,002262443;0,000754148
X59105.9731254715;0,00998004;0;0,013972056;0,005988024;0,061876248;0;0;0,001996008;0,001996008;0;0;0,005988024;0,01996008;0;0;0;0,005988024;0,003992016;0,001996008;0,047904192;0;0;0;0;0,25748503;0,550898204;0;0;0;0;0,001996008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001996008;0;0;0,001996008;0;0,001996008;0,001996008
X59614.5962047415;0,002828854;0;0,026874116;0,002828854;0,087694484;0;0;0;0;0;0;0,004243281;0,014144272;0;0;0;0,001414427;0,001414427;0;0,03960396;0;0;0;0;0,428571429;0,381895332;0,001414427;0;0;0,001414427;0,001414427;0;0,001414427;0,001414427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001414427
X60021.4946681575;0,018489985;0;0,013867488;0,001540832;0,072419106;0;0;0,003081664;0;0;0;0,006163328;0,001540832;0;0;0;0,003081664;0;0,001540832;0,012326656;0;0;0;0;0,573189522;0,275808937;0,001540832;0;0;0,010785824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003081664;0;0,001540832;0
X60326.6685157195;0,006756757;0;0,036036036;0,002252252;0,240990991;0;0;0,047297297;0;0;0;0,033783784;0,004504505;0;0;0;0,002252252;0,002252252;0;0,002252252;0;0;0;0;0,382882883;0,202702703;0;0;0;0,027027027;0;0;0;0;0;0;0;0;0;0;0;0;0,006756757;0;0;0;0;0;0;0;0;0,002252252;0
X60530.1177474275;0;0;0,011605416;0,001934236;0,249516441;0;0;0,03868472;0;0;0;0,054158607;0,001934236;0;0;0;0,003868472;0;0,003868472;0,007736944;0;0;0;0;0,350096712;0,212765957;0;0,001934236;0;0,046421663;0;0;0;0;0;0;0;0;0;0;0,001934236;0;0,007736944;0;0;0,001934236;0;0,001934236;0;0;0;0,001934236;0
X60682.7046712085;0;0;0,018939394;0,001893939;0,244318182;0;0;0,018939394;0;0;0;0,03219697;0,007575758;0;0;0;0,001893939;0;0,003787879;0,013257576;0;0;0;0;0,289772727;0,339015152;0,001893939;0;0;0,013257576;0,001893939;0;0;0;0;0;0;0;0;0,001893939;0;0;0,003787879;0;0;0,003787879;0;0;0;0;0;0;0,001893939
X60886.1539029165;0,001470588;0;0,007352941;0,001470588;0,242647059;0;0;0,001470588;0;0;0;0,008823529;0,001470588;0;0;0;0,001470588;0,002941176;0;0,001470588;0;0;0;0;0,183823529;0,529411765;0;0;0;0,011764706;0;0;0;0;0;0;0;0;0;0;0;0;0,001470588;0;0;0;0;0;0;0,001470588;0;0,001470588;0
