"","T_ann","T_ann_i","T_ann_s","P_ann","P_ann_i","P_ann_s"
"204",13.9593369206546,24.5893369206546,11.4206630793454,406.402218799428,352.402218799428,210.597781200572
"205",14.782034433499,25.412034433499,10.597965566501,416.934143121059,362.934143121059,116.065856878941
"206",16.6171930773399,5.03719307733993,1.53280692266007,364.892994037938,117.892994037938,221.107005962062
"207",NA,NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA
"210",NA,NA,NA,NA,NA,NA
"211",5.14240970596527,5.22240970596527,2.02759029403473,1232.11848613994,599.118486139935,336.881513860065
"212",-0.08,0,0,633,0,0
"213",4.6760783383607,4.7560783383607,2.4939216616393,1158.20082285577,525.200822855773,410.799177144227
"214",5.81072311279839,2.16072311279839,1.35927688720161,1138.85151325937,338.851513259375,430.148486740625
"215",13.33,0,0,1822,0,0
"216",12.7311160492993,2.90111604929929,4.59888395070071,455.838428894854,133.838428894854,398.161571105146
"217",13.3056628334483,3.47566283344831,4.12433716655169,456.983950197109,134.983950197109,397.016049802891
"218",14.9671379370792,5.13713793707918,2.69286206292082,499.070209585462,189.070209585462,642.929790414538
"219",15.0449897820184,5.21498978201838,2.61501021798162,423.17953730808,113.17953730808,149.82046269192
"220",14.5452885972626,4.71528859726257,3.11471140273743,415.76836723677,105.76836723677,157.23163276323
"221",15.1187942951221,5.28879429512215,2.54120570487785,420.988532397422,110.988532397422,152.011467602578
"222",NA,NA,NA,NA,NA,NA
"223",14.9367578986693,5.10675789866926,2.72324210133074,496.057133502918,186.057133502918,645.942866497082
"224",NA,NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA
"226",NA,NA,NA,NA,NA,NA
"227",15.4515542288946,3.50155422889461,2.20844577110539,507.003017880015,197.003017880015,634.996982119985
"228",15.74,0,0,396,0,0
"229",15.74,0,0,396,0,0
"230",14.9589231957511,4.50892319575115,2.70107680424885,521.340256029841,211.340256029841,620.659743970159
"231",NA,NA,NA,NA,NA,NA
"232",15.74,-1.77635683940025e-15,1.77635683940025e-15,396,0,0
"233",NA,NA,NA,NA,NA,NA
"234",13.1501330047871,0.190133004787093,0.139866995212905,558.318704077804,282.318704077804,207.681295922196
"235",8.26,0,0,906,0,0
"236",12.1665129091725,3.90651290917254,1.12348709082746,554.517435760789,278.517435760789,351.482564239211
"237",8.26,0,0,906,0,0
"238",10.8520553538545,2.59205535385447,2.43794464614552,833.855318182977,67.8553181829768,72.1446818170232
"239",13.0724726280784,0.112472628078356,0.217527371921642,443.004811389075,167.004811389075,322.995188610925
"240",10.3635133157957,2.10351331579568,2.92648668420432,847.452909699524,81.4529096995236,58.5470903004764
"241",10.0613260675297,1.80132606752974,3.22867393247026,855.86368798128,89.8636879812796,50.1363120187204
"242",10.7646915527302,2.50469155273024,2.52530844726976,836.286915033353,70.2869150333531,69.7130849666469
"243",13.0836849649539,0.123684964953885,0.206315035046114,459.653432810316,183.653432810316,306.346567189684
"244",12.96,1.77635683940025e-15,-1.77635683940025e-15,276,0,0
"245",13.0591187089347,0.0991187089346734,0.230881291065325,423.176264781787,147.176264781787,342.823735218213
"246",12.96,0,0,276,5.6843418860808e-14,-5.6843418860808e-14
"247",8.26,0,0,906,1.13686837721616e-13,-1.13686837721616e-13
"248",13.29,-1.77635683940025e-15,1.77635683940025e-15,766,1.13686837721616e-13,-1.13686837721616e-13
"249",13.0577261187213,0.0977261187213117,0.232273881278687,421.10847931346,145.10847931346,344.89152068654
"250",13.0618838792138,0.101883879213817,0.228116120786181,427.282123681122,151.282123681122,338.717876318878
"251",11.5327841800108,3.27278418001077,1.75721581998923,684.667712418701,408.667712418701,221.332287581299
"252",NA,NA,NA,NA,NA,NA
"253",12.37,0,0,795,0,0
"254",1.51,0,0,290,0,0
"255",6.17,-8.88178419700125e-16,8.88178419700125e-16,626,0,0
