;Abies;Alnus;Artemisia;Betula;Carpinus;Chenopodiaceae/Amaranthaceae;Corylus;Fagus;Fraxinus;Poaceae;Juniperus;Picea;Pinus;Quercus;Salix;Tilia;Ulmus
Nakagawa_b3;0;0,046813575;0,017046686;0,008529247;0,037544291;0;0;0,023479826;0;0,001707979;0;0;0,024310524;0,001814901;0;0,00053391;0,00502519
Nakagawa_b4;0;0,109243697;0,008287293;0,020576132;0,008196721;0;0,002331002;0,015274949;0,000904159;0,005691057;0;0;0,02247191;0;0;0;0,0042898
Nakagawa_b5;0;0,10088556;0,0041737;0,053026314;0,022410607;0;0,002661483;0,015513604;0;0,006818783;0;0;0,010956601;0,002737974;0;0;0,002184049
Nakagawa_b6;0,006894571;0,037282869;0,020222826;0,001680555;0,010737654;0,001117266;0,0009569;0;0;0,009364287;0;0;0,040101969;0,000497206;0;0;0,007858417
Nakagawa_c1;0,010309278;0,007731959;0,005154639;0,00257732;0,001030928;0;0,001472754;0;0;0,001546392;0;0;0,057494052;0,010677467;0;0;0,001212856
Nakagawa_c2;0,020391003;0,035338815;0,003354776;0;0,0020077;0;0,002864991;0;0;0;0;0;0,033125784;0,025808545;0;0;0,003533397
Nakagawa_c3;0,005536787;0,008183079;0;0,001353894;0,001081537;0;0,002313725;0,000674486;0;0,000539197;0;0;0,023211375;0,028711567;0;0;0,012355026
Nakagawa_c4;0;0,013299421;0;0;0,011326407;0,005659172;0,00107739;0,000471178;0;0,001883708;0;0;0,041131538;0,01326902;0,000250983;0;0,00642113
Nakagawa_c5;0,151208559;0,158253797;0,023042062;0,021464131;0,002931122;0;0,000299028;0,000261632;0,000232549;0,000627856;0;0,001918327;0,008531649;0,01168335;0,000279011;0,000915492;0,001846344
Nakagawa_c6;0,16715922;0,093189064;0,007445305;0,026041417;0,001487494;0,000413084;0;0,000309711;0;0,00049544;0;0,00165125;0,003238826;0,019426684;0,001155723;0,005726831;0,003204747
Nakagawa_c7;0,067552253;0,221554896;0,008022502;0,028872285;0,004811176;0,000801766;0,001030753;0,000601234;0;0,00144283;0;0;0,00332933;0,011763678;0,000160295;0,000300549;0,004525851
Nakagawa_c8;0,301239931;0,046894699;0,05429152;0,026321318;0,001645013;0,001644967;0,000939962;0,000205614;0;0,015461825;0;0,000685355;0,004048845;0,00499198;0;0;0,00145131
Nakagawa_c9;0,033992844;0,185157319;0,010281745;0,021972134;0,001233352;0,000513849;0,000660619;0,000192671;0;0,029592205;0;0,000770595;0,003437976;0,004644886;0,000410965;9,63187E-05;0,002175648
Nakagawa_c10;0,049880766;0,117343693;0,068995647;0,037425655;0,003326814;0,002156307;0,000528082;0,000231038;0;0,002402828;0;0,000924173;0,004549791;0,011524618;0,00147869;0,000115523;0,002609464
Nakagawa_c11;0,396092085;0,01825026;0,06657785;0,002400291;0;0,000639983;0;0;0;0,000383945;0;0,008638506;0,009302901;0,001930745;0;0,005998742;0,000112917
Nakagawa_c12;0,341402505;0,048592312;0,010182559;0,012497582;0,004999226;0,000462903;0,000396782;0,000694377;0;0,00222205;0;0,001157333;0,0051279;0,019895438;0;0,000173603;0,003594608
Nakagawa_c13;0,035571867;0,116953378;0,009659728;0,011149554;0,000892143;0,001858879;0,000637391;0,000278878;0;0,001115625;0;0,000743799;0,003604659;0,038699655;0;0;0,001706531
Nakagawa_c14;0,051829576;0,0759527;0,008898212;0,017096768;0,005670231;0;0,000952809;0,00041683;0;0,000333438;0;0,000138925;0,006027098;0,037760155;0,000444538;0,000104187;0,002353376
Nakagawa_c15;0,015754057;0,037772758;0,004195605;0,08573371;0,00377506;0;0,000898723;0;0;0;0;0;0,006532187;0,027042982;0,000209671;0,002358779;0,001295006
Nakagawa_c16;0,219162554;0,11632805;0,017946856;0,031247569;0,001153774;0,000320496;0;0,000240375;0;0;0;0,003044793;0,008283825;0,011560437;0,000256405;0,00060095;0,002375522
Nakagawa_c17;0,236073153;0,008898644;0,017049497;0,00111172;0;0;0;0;0;0,00222271;0;0,000926095;0,048384229;0,000954652;0;0,000277816;0,000522943
Nakagawa_c18;0,064082961;0,022991891;0,105238429;0,002996475;0,002396786;0;0,000285278;0,000998414;0;0,001796998;0;0,000332759;0,024879623;0,012599581;0;0,000249552;0,00070461
Nakagawa_c19;0,054373522;0,027186761;0,015760441;0,009456265;0,001891253;0;0,000337724;0,000591017;0;0,009929078;0;0,000394011;0,022549554;0,0234718;0;0,002955083;0,000973439
Nakagawa_d1;0;0,023677631;0,016368997;0;0;0,003642378;0,001046422;0,003677695;0;0,009617962;0,002022057;0;0,043487275;0,023748024;0;0;0,002197186
Nakagawa_d2;0,070405186;0,012253326;0,022800669;0,003132626;0;0,001052142;0;0,004752694;0;0,008256894;0,00982408;0;0,033293479;0,012937339;0;0;0,003000253
Nakagawa_d3;0,021484487;0,005615125;0,005701462;0;0;0,000965083;0;0,002906595;0;0,005826892;0,021737046;0;0,04491998;0,007170098;0;0;0,001376377
Nakagawa_d4;0;0,050863808;0,01101389;0,010336889;0;0;0,001661912;0,039470799;0;0,004712998;0,001432075;0;0,018861324;0,027771883;0,00026447;0;0,003040829
Nakagawa_d5;0,013580212;0,037725842;0,003959679;0,000751212;0;0;0,002179425;0,018354358;0;0,001228055;0,000279471;0;0,048576095;0,013472871;0,000205669;0;0,00127176
Nakagawa_d6;0,0047468;0,012448084;0,006749138;0,00127605;0;0,000857877;0;0,018737866;0;0,002072895;0,000943099;0;0,051145413;0,010271578;0;0;0,002448978
Nakagawa_d7;0,003476298;0,008933958;0,002404822;0,000906074;0;0,000606921;0;0,001825099;0;0,00328988;0,000664968;0;0,067010875;0,00461922;0;0;0,00150873
Nakagawa_d8;0,002477677;0,011213501;0,014979977;0,001874293;0;0,000416909;0,000357449;0,00156416;0;0,016522289;0;0,000208655;0,050851336;0,005653049;0;0;0,000441982
Nakagawa_d9;0,007593838;0,016688521;0,011504643;0,01316697;0;0,001488791;0,001282568;0,003379575;0;0,00543633;0,003301186;0;0,040625188;0,016074718;0;0;0,01021678
Nakagawa_d10;0;0,010060362;0,006909259;0,000876885;0;0,000593683;0;0,002692515;0;0,00432838;0,000328472;0;0,05880058;0,015127966;0;0;0,004704474
Nakagawa_d11;0;0,025707608;0;0;0;0;0,005529491;0,001217443;0;0;0,001793088;0;0,035077179;0,042141475;0;0;0,009980075
Nakagawa_d12;0,005942253;0,022854431;0,006752402;0;0;0,001165112;0,002007455;0,001763223;0;0,000709076;0,001291751;0;0,029600616;0,042443522;0;0;0,005049896
Nakagawa_d13;0,017095508;0,003921726;0,020356762;0,001883275;0;0,001239173;0,007407487;0;0;0,008830088;0,002672029;0;0,01748459;0,026159112;0;0;0
Nakagawa_d14;0;0,01026616;0,006924853;0,005224458;0;0;0,003008357;0,001317845;0;0,002112346;0,005764714;0;0,037434444;0,026318737;0;0;0,001869375
Nakagawa_d15;0;0,003421614;0;0;0;0;0;0;0;0,002754328;0,003130361;0;0,030732389;0,029651594;0;0;0,007700851
Nakagawa_d16;0;0,005848959;0,00185549;0,004076413;0;0,005310011;0,001507226;0;0;0,002606962;0,008038049;0;0,019131576;0,021412578;0;0;0,000909934
Nakagawa_d17;0,052111265;0,127750902;0,076184146;0,041621231;0;0,002415357;0,000592747;0,000259732;0;0,00166593;0;0,001042731;0,005136336;0,011649376;0,001670815;0,00013058;0,002950534
Naughton_a1;0;0;0;0,002840587;0;0,000622619;0,000531598;0;0;0,010346918;0;0;0,054940078;0,001082428;0;0;0
Naughton_a2;0;0,001124358;0;0,000185729;0;0,000370362;0;9,2454E-05;0;0,001256264;0;0;0,072304118;0,000590034;0;0;4,34062E-05
Naughton_a3;0;0,004199108;0;0,001964074;0;0,001922717;0,000546063;0;0;0,007941635;0;0;0,047725218;0,003028644;0;0;0
Naughton_a4;0;0,010627438;0;0;0;0;0,001373264;0;0;0,007127976;0;0;0,048321742;0,002150745;0;0;0
Naughton_a5;0;0,0766346;0,001221065;0,000896091;0;0,00175443;0;0;0,000384474;0,007246483;0;0;0,036685553;0,004639658;0;0;0
Naughton_a6;0;0,018011329;0;0,003014939;0;0,000489542;0,000416541;0;0,000320849;0,014677413;0;0;0,034734995;0,005039353;0,000189943;0;0
Naughton_a7;0;0,025244719;0,006429602;0;0;0,006153267;0,001310511;0;0;0,001814781;0;0;0,033308786;0,014839328;0;0;0
Naughton_a8;0;0;0;0;0;0,002825827;0;0;0;0,00336203;0;0;0,058662085;0,004640332;0;0,000261403;0
Naughton_a9;0;0,00775517;0;0,001156285;0;0,004468147;0;0;0,000485475;0,008265043;0;0;0,028847697;0,009474727;0;0;0
Naughton_a10;0;0,01236735;0;0;0;0,01656714;0,000611886;0;0;0,01180294;0;0;0,01607567;0,013792109;0,000555202;0;0,000732728
Nielsen_a1;0,00305811;0,141825832;0,003451849;0,015304807;0,000207771;0;0,0056472;0,0446208;0,003238867;0,006872854;0;0,002604393;0,005770619;0,002977147;0,000277913;6,51423E-05;0,000674474
Nielsen_a2;0;0,112895547;0;0,021488851;0,000748883;0,000624874;0,01661911;0,042247125;0,001252441;0,009397357;0;0;0,006366989;0,004387379;0;0,000235276;0,000221468
Nielsen_b1;0;0,078553249;0,000694678;0,077951786;0;0,00034557;0,005179788;0,000388273;0,000344985;0,008380293;0,002256693;0,004265575;0,017575905;0,003657298;0,000551229;0,000516711;0,000243131
Nielsen_b2;0,00220022;0,06053935;0;0,073217726;0;0,00018352;0,004404593;0,000275292;0,000489416;0,008919722;0,000800881;0,004037809;0,024227022;0,004483599;0,000513912;0,000550623;0,000323897
Nielsen_b3;0;0,007272341;0,001210611;0,030852177;0,000725674;0;0,001554381;0,000453303;0;0,005438666;0,001318379;0,008761252;0,049079355;0,001043285;0,000483322;0;0
Nielsen_b4;0;0,039093203;0,000359799;0,098067573;0,000868936;0,000543938;0,00700135;0,003270052;0;0,00545653;0,002282803;0,001183181;0,023446694;0,005802073;0,000218606;0;6,43197E-05
Niemeyer_a1;0;0,094594594;0,006920415;0,093406594;0;0,000320924;0;0;0;0,00879491;0;0;0;0;0,000246033;0;0
Niemeyer_a2;0;0,110722611;0,002205882;0,117615467;0;0;0;0;0;0,007796471;0;0;0;0;0,000135428;0;0
Niemeyer_a3;0;0,077259475;0,006993007;0,087390762;0;0;0;0;0;0,004367816;0;0;0;0;0,001204819;0;0
Niemeyer_a4;0;0,082866741;0,005571031;0,120768065;0;0;0;0;0;0,004964674;0;0;0;0;0,000377264;0;0
Niemeyer_a5;0;0,073015873;0,00796284;0,13098115;0;0;0;0;0;0,004410954;0;0;0;0;0,000848382;0;0
Niemeyer_a6;0;0,104275287;0,009234829;0,124457308;0;0,000313775;0;0;0;0,004616805;0;0;0;0;0,000487805;0;0
Niemeyer_a7;0;0,158264947;0,001455604;0,087598945;0;0;0;0;0;0,004979088;0;0;0;0;0,000524521;0;0
Niemeyer_a8;0;0,076984763;0,003484321;0,111512089;0;0;0;0;0;0,0085796;0;0;0;0;0,00089662;0;0
Niemeyer_a9;0;0,123608018;0,002129169;0,1140625;0;0;0,000289603;0;0;0,010028079;0;0;0;0;0,000397825;0;0
Niemeyer_a10;0;0,112790698;0,004395604;0,107486631;0;0;0,000886263;0;0;0,008979592;0,000185014;0;0;0;0,00040404;0;0
Niemeyer_a11;0;0,173281704;0;0,118793504;0;0;0,000260552;0;0;0,005977178;0,00016442;0;0;0;0,000240211;0;0
Niemeyer_a12;0;0,205183585;0,00349162;0,102683178;0;0;0;0;0;0,004624045;0;0;0;0;0,000399787;0;0
Niemeyer_a13;0;0,170506912;0,002344666;0,101418135;0;0;0;0;0;0,005617049;0;0;0;0;0,000545971;0;0
Niemeyer_a14;0;0,147297297;0,002512563;0,087378641;0;0,000782473;0;0;0;0,006175663;0;0;0;0;0,000150557;0;0
Niemeyer_a15;0;0,113839285;0,002834869;0,096053998;0;0;0,000288101;0;0;0,016547049;0;0;0;0;0,00079041;0;0
Niemeyer_a16;0;0,136025505;0,002043597;0,118796992;0;0;0;0;0;0,007950359;0;0;0;0;0,000641684;0;0
Niemeyer_a17;0;0,137665198;0,002094972;0,102760736;0;0;0,001133787;0;0;0,009215686;0;0;0;0;0,000518135;0;0
Niemeyer_a18;0;0,121330724;0,001884422;0,122571693;0;0;0;0;0;0,00913651;0;0;0;0;0,001067362;0;0
Niemeyer_a19;0;0,199004975;0,002390438;0,094958968;0;0,000383436;0;0;0;0,004306437;0;0;0;0;0,00119994;0;0
Niemeyer_a20;0;0,176470588;0,002417405;0,088235294;0;0;0;0;0;0,005163898;0;0;0;0;0,001333531;0;0
Niemeyer_a21;0;0,122786305;0;0,120603015;0;0;0;0;0;0,011031797;0;0;0;0;0,00057282;0;0
Niemeyer_a22;0;0,130034522;0,001483679;0,123700055;0;0,000359066;0,000306373;0;0;0,008296107;0,0003861;0;0;0;0,000845547;0;0
Niemeyer_a23;0;0,123236124;0,001226994;0,147473828;0;0;0;0;0;0,00642972;0,00016218;0;0;0;0,000237135;0;0
Niemeyer_a24;0;0,138576779;0,004833837;0,13470116;0;0;0;0;0;0,002428869;0;0;0;0;0,001034602;0;0
Niemeyer_a25;0;0,113892365;0,00562249;0,128326434;0;0,000387147;0;0;0;0,007556675;0;0;0;0;0,000606336;0;0
Niemeyer_a26;0;0,171336207;0,00349406;0,107032058;0;0,000680272;0;0;0;0,009894992;0,000183318;0;0;0;0,000267845;0;0
Niemeyer_a27;0;0,125707814;0,002172339;0,109100585;0;0;0;0;0;0,012944319;0;0;0;0;0,000407775;0;0
Niemeyer_a28;0;0,135013501;0,00058309;0,139715395;0;0;0;0;0;0,00487969;0;0;0;0;0,000334709;0;0
Niemeyer_a29;0;0,097206704;0,001440922;0,141945774;0;0;0;0;0;0,008886133;0;0;0;0;0,000410734;0;0
Niemeyer_a30;0;0,148661126;0,003026634;0,149031968;0;0,000297708;0;0;0;0,002484472;0;0;0;0;0,000235849;0;0
Niemeyer_a31;0;0,201484623;0,006939625;0,113460547;0;0,000340715;0;0;0;0,004668155;0;0;0;0;0,000134825;0;0
Novenko_a1;0;0,07761194;0,002636783;0,099556432;0;0,00098264;0,00112202;0;0;0,00352872;0;0,009306122;0,016875094;0;0,000391594;0,001468249;0
Novenko_a2;0;0,175807663;0,001967536;0,054478976;0;0,002174438;0,002478827;0;0;0,001007629;0;0,01424979;0,009830995;0;0,000286889;0,000268841;0
Novenko_a3;0;0,125;0,002751789;0,09645507;0;0,000274424;0,001645897;0;0;0,000986842;0;0,013976432;0,011382319;0;0,000109589;0,000102733;9,66837E-05
Novenko_a4;0;0,071591774;0,003033367;0,077185017;0;0,001006796;0,003234153;0;0;0,001809136;0;0,01695341;0,019819193;0;0,000100422;9,41353E-05;0,000442948
Novenko_a5;0;0,131576366;0,003121058;0,083176759;0;0,000310943;0,003462954;0;0;0,001676596;0;0,019397827;0,0074477;0,000135754;0,0001241;0,000116333;0
Novenko_a6;0;0,107438016;0,001647447;0,036595395;0;0,001094691;0,001875733;0;0;0,002131847;0;0,034972678;0,010465263;0;0;0,000307251;0,000963855
Novenko_a7;0;0,122709163;0,001578117;0,070671378;0;0,001562907;0,008026756;0;0;0,002646738;0;0,019572262;0,005980146;0;0;0,00029129;0,000822293
Novenko_a8;0;0,156329652;0,001692047;0,070915998;0;0,00056164;0,000721674;0;0;0,002018503;0;0,015832983;0,012155696;0;0;0;0,000197687
Novenko_a9;0;0,096253484;0,004137025;0,121129744;0;0,000587883;0,00100704;0;0;0,001231953;0;0,009967697;0,010010772;0,000381473;0,000234411;0;0,000310173
Novenko_a10;0;0,085288416;0,001736069;0,147808298;0;0,001442984;0,002225496;0;0;0,00207575;0;0,008358502;0,004921494;0,000252231;0,00034578;0;0,000203375
Novenko_a11;0;0,107492231;0,00327329;0,127299652;0;0,000204414;0,000350384;0;0;0,001348696;0;0,009603572;0,008864559;0,000439984;0,000490355;0;7,21083E-05
Novenko_a12;0;0,102857143;0,001901141;0,06980057;0;0,000948767;0,001084011;0;0;0,003981797;0;0,025592417;0,010207057;0;0,000126358;0,000118455;0,000222965
Novenko_a13;0;0,032159624;0,001616142;0,168078464;0;0,000201774;0,00034584;0;0;0,000484025;0;0,007763639;0,010423424;0,000348187;0,00056456;0;0,000142318
Novenko_a14;0;0,088334732;0,002934173;0,088310596;0;0,001754356;0,001502984;0;0;0,001051146;0;0,019993994;0,012526843;0,000257321;0,000233425;0;0,00020593
Novenko_a15;0;0,114569537;0,000879507;0,078341014;0;0,00087604;0,006941839;0;0;0,001311992;0;0,015519126;0,013818842;0;0;8,1927E-05;0,000154202
Novenko_a16;0;0,096686505;0,002242066;0,076180323;0;0,001944948;0,004757297;0;0;0,006147131;0;0,01687631;0,010722398;0,000245095;0;0,000207274;0
Novenko_a17;0;0,187316175;0,001349463;0,079244997;0;0,000222811;0,000190727;0;0;0,004128871;0;0,00787305;0,009004302;0,000200036;0,000177256;8,30695E-05;0,000156334
Novenko_a18;0;0,114393228;0,00139362;0,069051027;0;0,001375463;0,000294195;0;0;0,025040476;0;0,004270503;0,007249675;0,000308922;0,000955356;0,000255816;0,00012035
Novenko_a19;0;0,083912197;0,003651268;0,080886472;0;0,001561222;0,003344375;0;0;0,001403806;0;0,018063343;0,013074024;0,001018182;0,000311813;0,002046157;9,16998E-05
Novenko_a20;0;0,038412181;0,00040732;0,051273162;0;0,000803524;0,000687395;0;0;0,049028591;0;0,002992796;0,008467501;9,15198E-05;0;0;7,02787E-05
Novenko_a21;0;0,070062339;0,001140828;0,042125629;0;0,000564316;0,000241481;0;0;0,02832043;0;0,011506974;0,015278813;0,000253996;0,000224288;0,000105107;9,89011E-05
Novenko_a22;0;0,065737052;0;0,078328982;0;0,00064907;0,000185151;0;0;0,028043422;0;0,007207401;0,009826303;0;8,59623E-05;0;0
Novenko_a23;0;0,080645161;0,001119194;0,082220367;0;0,001106807;0,000947194;0;0;0,013884297;0;0,009493671;0,013964707;0;0,000329852;0;9,6965E-05
Novenko_a24;0;0,124036158;0,00281361;0,082874923;0;0,001677348;0,001197009;0;0;0,004851871;0;0,017555896;0,006943484;0,000247834;0,00022279;0,000104416;0,00039304
Novenko_a25;0;0,127712917;0,004196546;0,092740329;0;0;0,001783876;0;0;0,000712246;0;0,013938236;0,010262671;0,000131945;0,000237078;0;0,000209117
Novenko_a26;0;0,100748665;0,002512322;0,059546301;0;0,002729399;0,004670723;0;0;0,003851743;0;0,017015629;0,014561686;0,000442553;0,000197041;0,000277003;0
Novenko_a27;0;0,065741853;0,005720703;0,08632343;0;0,001135062;0,001700665;0;0;0,002376088;0;0,014414849;0,018779253;0,000125517;0;0,000105887;0,000298923
Novenko_a28;0;0,079301188;0,00120986;0,042551589;0;0,000301107;0,000773778;0;0;0,00108204;0;0,022081743;0,026756935;0,000396852;0,000360357;0,000112599;0,000105965
Novenko_a29;0;0,131989651;0,003002737;0,084976385;0;0,002992088;0,003588688;0;0;0,003406149;0;0,012544527;0,009234823;0,000658719;0;0,00022391;0,000632168
Novenko_a30;0;0,071293829;0,002461482;0,153453578;0;0,001533725;0,004467762;0;0;0,003308801;0;0,007350647;0,00353355;0,000267372;0,000122473;0,00034443;0,000216099
Novenko_a31;0;0,170009551;0,000633714;0,057847321;0;0,001892148;0,005672609;0;0;0,003777148;0;0,018404908;0,006823461;0;0,000125786;0,000117911;0,000221926
Novenko_a32;0;0,092693566;0,004301075;0,051788574;0;0,002474372;0,006350166;0;0;0,005905927;0;0,017202036;0,015222672;0;0;0,000131423;0,00024731
Novenko_a33;0;0,092842271;0,001695841;0,097291317;0;0,001406852;0,004820399;0;0;0,002190752;0;0,013054401;0,013084538;0,000244669;0;0,000105218;0,000198039
Novenko_a34;0;0,09179256;0,005540102;0,108844947;0;0,000459768;0,000590781;0;0;0,002891755;0;0,012044012;0,012174433;0,00019904;0,000183452;0;8,09191E-05
Novenko_a35;0;0,073604607;0,006304653;0,143453116;0;0,000311903;0,000266942;0;0;0,003168019;0;0,008532251;0,004580504;0,000283038;0,000371926;0,000232393;0,000109336
Novenko_a36;0;0,100669458;0,002977634;0,119374237;0;0,000247707;0,000636805;0;0;0,004010086;0;0,007301056;0,009023392;0,000320545;0,003068389;9,279E-05;8,73285E-05
Novenko_a37;0;0,090366162;0,001961685;0,113633745;0;0,000487085;0,000625643;0;0;0,003788948;0;0,014077562;0,007167605;0,000214479;0,000970208;0;0,000171159
Novenko_a38;0;0,109587663;0,006228985;0,111230018;0;0,000477667;0,00163699;0;0;0,002289961;0;0,007153914;0,013205653;0,000103958;0,000381424;0;8,41254E-05
Novenko_a39;0;0,084651899;0,000522193;0,079111458;0;0,001034126;0,007081213;0;0;0,015296663;0;0,01119115;0,009139466;0;0;0,000192715;9,067E-05
Novenko_a40;0;0,039695549;0,005653078;0,070082915;0;0,000626164;0,001609419;0;0;0,001500923;0;0,011253423;0,033179203;0,000542875;0,000124999;0;0,000110277
Novenko_b1;0;0,012120251;0,005524577;0,064947777;0;0,007327235;0,000988447;0;0;0,047694767;0;0,000190655;0,003868427;0,000336988;0;0;0
Novenko_b2;0;0,011859969;0,02136007;0,132873429;0;0,004232073;0,000603775;0;0;0,009697502;0;0,000175516;0,014576103;0,000975691;0;0,000131484;0,000123724
Novenko_b3;0;0,020410292;0,028454381;0,047157652;0;0,00673196;0,000574564;0;0;0,006785204;0;0,001160689;0,028895093;0,001404489;0,000264519;0;0,000582689
Novenko_b4;0;0,013755949;0,027534414;0,054106015;0;0,002563243;0,000272848;0;0;0,002642983;0;0,002192623;0,026987843;0,00147807;0,000124734;0,000116808;0
Novenko_b5;0;0,007065127;0,003958353;0,137202312;0;0,004529598;0,000276565;0;0;0,005779476;0;0,000160236;0,017145099;0,000793048;0;0,000239786;0,00033838
Novenko_b6;0;0,011605808;0,005102154;0,02426301;0;0,005047374;0,001619886;0;0,000838229;0,00395781;0;0,001411994;0,047336661;0,001473414;0;0,003877807;0,000221142
Novenko_b7;0;0,022278011;0,005268124;0,085239564;0;0,004195677;0,003275739;0;0,006641554;0,006673192;0;0,00115213;0,006916431;0,007701509;0;0,016590336;0,000950732
Novenko_b8;0;0;0,001347104;0,013776882;0;0,000223514;0;0;0;0,000133869;0;0,001338091;0,068951322;0;8,91663E-05;0;0
Novenko_b9;0,00341297;0,001682086;0,005580357;0,090605428;0;0,000277701;0;0;0;0;0;0,00124671;0,043339299;0;0,000664599;0;0
Novenko_b10;0;0,002516778;0,00436205;0,100565428;0;0,000531915;0;0;0;0;0;0,001445087;0,033559486;0;0;0;0
Novenko_c1;0;0,012046904;0,005481216;0,064381835;0;0,007257202;0,000978764;0;0;0,047207401;0;0,000188676;0,003828025;0,000337222;0;0;0
Novenko_c2;0;0,011859969;0,02136007;0,132873429;0;0,004232073;0,000603775;0;0;0,009697502;0;0,000175516;0,014576103;0,000975691;0;0,000131484;0,000123724
Novenko_c3;0;0,020387965;0,028414558;0,047084778;0;0,006720605;0,000573572;0;0;0,006773013;0;0,001158572;0,028842094;0,001404649;0,000264029;0;0,000581603
Novenko_c4;0;0,01372631;0,0274599;0,053945731;0;0,002555024;0,000271954;0;0;0,002634012;0;0,002185081;0,026894532;0,001478353;0,000124299;0,0001164;0
Novenko_c5;0;0,013772955;0,063448398;0,053029316;0;0,003274924;0,001195955;0;0;0,014082739;0;0,000229176;0,012250619;0,002831197;0;0;0
Novenko_c6;0;0,015336784;0,034204006;0,06615702;0;0,010663194;0,000627424;0;0;0,011324941;0;0,000723637;0,01501092;0,001800126;0,001298395;0,000540567;0,000254206
Novenko_c7;0;0,016596209;0,009682949;0,017376514;0;0,010564994;0,00029953;0;0;0,019232495;0;0,000857109;0,020212975;0,003595977;0;0,000127721;0,000360206
Novenko_c8;0;0,013503659;0,018846309;0,094588442;0;0,004910462;0,000559018;0;0,000216277;0,009132062;0;0,001614804;0,015783904;0,002169184;0;0,001448453;0
Novenko_c9;0;0,037717177;0,027567274;0,061440752;0;0,003203479;0,0015214;0;0;0,012082809;0;0,001586897;0,019679769;0,002935054;0,002252745;0,000263872;0
Novenko_c10;0;0,030366757;0,010596247;0,044791337;0;0,004243624;0,001085196;0;0;0,010781059;0;0,00270581;0,025132008;0,001330215;0,000331759;0,000155364;0,00043831
Novenko_c11;0;0,007065127;0,003958353;0,137202312;0;0,004529598;0,000276565;0;0;0,005779476;0;0,000160236;0,017145099;0,000793048;0;0,000239786;0,00033838
Novenko_c12;0;0,011605808;0,005102154;0,02426301;0;0,005047374;0,001619886;0;0,000838229;0,00395781;0;0,001411994;0,047336661;0,001473414;0;0,003877807;0,000221142
Novenko_c13;0;0,022223133;0,005251458;0,084939486;0;0,00417939;0,003262682;0;0,006614155;0,006645336;0;0,001147236;0,006886854;0,007703971;0;0,016518329;0,00094659
Novenko_c14;0;0,062833326;0,004262722;0,100633839;0,000366281;0,00091627;0,009428666;0,000229245;0,001426783;0,002201777;0;0,000611794;0,003247604;0,009460007;0,000367191;0,00654109;0,004212508
Novenko_c15;0;0,010413915;0,011795286;0,085836745;0;0,005200652;0,000594309;0;0;0,004783441;0;0,001906329;0,026394705;0,002265764;0;0,007018225;0,000244641
Novenko_c16;0;0,010581054;0,014842598;0,129637201;0;0,002273027;0,001114332;0;0;0,002148608;0;0,012541546;0,013233891;0,004552491;0,000130385;0,000244511;0,000690481
Novenko_c17;0;0,00679199;0,002834695;0,123837265;0;0,000851823;0,000730308;0;0;0,003580039;0;0,004120572;0,028200945;0,001687984;0,00022738;0;0,000100322
Novenko_c18;0;0,010286613;0,002145027;0,172359362;0;0,001908512;0,000937036;0;0;0,001646964;0;0,005911646;0,011555881;0,007642772;0;0;9,72879E-05
Novenko_c19;0;0,003005945;0,004018694;0,188629673;0;0,00050369;0,006910408;0;0;0,00136143;0;0,001008739;0,01047645;0,001804883;0;0;8,90417E-05
Novenko_c20;0;0,014253346;0,011618901;0,066229965;0;0,003968159;0,000617843;0;0;0,002158864;0;0,005933047;0,039488531;0,00016428;0;0,000134733;0
Novenko_c21;0;0,006845427;0,191193433;0,002246563;0;0,014900368;0,001275308;0;0;0,015136347;0;0,000370611;0,006839363;0,000713835;0;0,000277604;0
Novenko_c22;0;0,005727855;0,061777983;0,006952451;0;0,028462017;0;0;0;0,03498853;0;0;0,011324692;0,000455745;0;0,000340232;0
Novenko_c23;0;0,005463346;0,033852646;0,00452442;0;0,016856157;0,001031399;0;0;0,060581713;0;0,00030038;0,009148588;0,000544146;0;0,000225169;0
Novenko_c24;0;0,003655006;0,055879847;0,00272927;0;0,031492347;0,000518889;0;0;0,04899835;0;0,000302371;0,008372417;0,0003096;0;0;0
Novenko_c25;0;0,00557794;0,004351431;0,192840522;0;0,001870519;0,001603992;0,000233991;0,000624133;0,001123666;0;0;0,004323598;0,003970473;0,001374199;0,002811073;0
Novenko_c26;0;0,010546227;0,006377441;0,105110922;0;0,000636329;0,000272626;0;0;0,000953648;0;0,001906872;0,037107509;0,000276048;0;0,000119147;0,000112132
Novenko_c27;0;0,010573423;0,00235305;0,064019891;0;0,000294558;0;0;0;0,000884186;0;0,000147386;0,053061794;0,001127118;0;0;0,000312177
Novenko_c28;0;0,017699229;0,005901313;0,064386526;0;0,000804939;0,001609939;0;0;0,000805024;0;0,000536697;0,049541788;0,000574119;0;0,000402536;9,4715E-05
Novenko_c29;0;0,008799356;0,003751156;0,054389615;0;0,00053849;0,000692826;0;0;0,005503318;0;0,001484462;0,049837458;0,00359768;0;0;0
Novenko_c30;0;0,003656307;0;0,024069028;0;0,000906344;0,010351967;0;0;0,000542888;0;0,005275852;0,055648303;0;0;0,000225989;0
Novenko_c31;0;0,016722688;0,003344519;0,037625733;0;0,000557417;0;0;0;0,000501674;0;0,000836123;0,059429018;0,000714287;0;0,000209031;9,83673E-05
Novenko_c32;0;0,012228883;0,001009908;0,089730805;0;0,006505891;0;0;0;0,013165025;0;0,001743814;0,028504509;0,000467101;0;0;0
