"";"Abies";"Acer campestre-type";"Artemisia";"Betula";"Carpinus";"Chenopodiaceae/Amaranthaceae";"Corylus";"Cyperaceae";"Fagus";"Filipendula";"Fraxinus";"Helianthemum";"Hippophae rhamnoides";"Juniperus";"Picea";"Pinus";"Poaceae";"Quercus robur-type";"Rumex";"Thalictrum";"Ulmus"
"Leroy_j3";0;0,00552486187845304;0,215469613259669;0;0,303867403314917;0,176795580110497;0,00552486187845304;0,0386740331491713;0,0773480662983425;0;0;0;0;0;0;0;0,0883977900552486;0,0607734806629834;0;0;0,0276243093922652
"Leroy_j4";0;0,0133333333333333;0,213333333333333;0;0,2;0,257777777777778;0,00444444444444444;0,0266666666666667;0,0533333333333333;0,00444444444444444;0,00444444444444444;0;0,00444444444444444;0;0;0,0133333333333333;0,08;0,0933333333333333;0,00444444444444444;0,00888888888888889;0,0177777777777778
"Leroy_j5";0;0,00434782608695652;0,173913043478261;0;0,234782608695652;0,28695652173913;0,00434782608695652;0,0260869565217391;0,0695652173913043;0;0;0;0,00434782608695652;0;0;0,00869565217391304;0,1;0,0782608695652174;0;0;0,00869565217391304
"Leroy_j6";0;0;0,206896551724138;0;0,172413793103448;0,334975369458128;0,00492610837438424;0,00985221674876847;0,0492610837438424;0;0,00985221674876847;0;0;0;0;0,00985221674876847;0,083743842364532;0,103448275862069;0;0;0,0147783251231527
"Leroy_j7";0;0,00432900432900433;0,212121212121212;0,00432900432900433;0,177489177489178;0,25974025974026;0;0,0216450216450216;0,0909090909090909;0;0;0;0;0;0,00432900432900433;0,012987012987013;0,0995670995670996;0,0909090909090909;0,00432900432900433;0,00865800865800866;0,00865800865800866
"Leroy_j8";0;0;0,216049382716049;0;0,290123456790123;0,185185185185185;0;0,00617283950617284;0,0925925925925926;0;0,00617283950617284;0;0;0;0;0;0,0432098765432099;0,0925925925925926;0,00617283950617284;0,0123456790123457;0,0493827160493827
"Leroy_j9";0;0,012987012987013;0,227272727272727;0,00649350649350649;0,324675324675325;0,214285714285714;0;0,025974025974026;0,0649350649350649;0;0;0;0;0;0;0;0,038961038961039;0,051948051948052;0,012987012987013;0;0,0194805194805195
"Leroy_j10";0;0,00512820512820513;0,348717948717949;0,00512820512820513;0,21025641025641;0,22051282051282;0;0,00512820512820513;0,0512820512820513;0;0;0;0;0;0;0;0,082051282051282;0,0358974358974359;0,00512820512820513;0,00512820512820513;0,0256410256410256
"Leroy_j11";0;0,00537634408602151;0,21505376344086;0;0,198924731182796;0,247311827956989;0,010752688172043;0,0161290322580645;0,032258064516129;0;0;0;0,00537634408602151;0;0;0,010752688172043;0,118279569892473;0,0967741935483871;0;0,0161290322580645;0,0268817204301075
"Leroy_j12";0;0,00467289719626168;0,322429906542056;0;0,11214953271028;0,238317757009346;0;0,0373831775700935;0,0747663551401869;0;0;0;0;0;0;0,0186915887850467;0,088785046728972;0,0373831775700935;0,00934579439252336;0,0280373831775701;0,0280373831775701
"Leroy_j13";0;0,00645161290322581;0,232258064516129;0;0,154838709677419;0,264516129032258;0;0,032258064516129;0,0838709677419355;0;0;0;0;0;0;0,0193548387096774;0,0903225806451613;0,109677419354839;0;0;0,00645161290322581
"Lopatina_a1";0;0;0,00666666666666667;0;0;0;0;0;0;0;0;0;0;0;0,00666666666666667;0,76;0,226666666666667;0;0;0;0
"Lopatina_a2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,950276243093923;0,0497237569060773;0;0;0;0
"Lopatina_a3";0;0;0,181159420289855;0;0;0;0;0;0;0;0;0;0;0;0;0,420289855072464;0,398550724637681;0;0;0;0
"Lopatina_a4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0
"Lopatina_a5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,95;0;0;0;0
"Lopatina_a6";0;0;0;0;0;0;0;0,0666666666666667;0;0;0;0;0;0;0;0,0666666666666667;0,866666666666667;0;0;0;0
"Lopatina_a7";0;0;0,0196078431372549;0;0;0;0;0;0;0;0;0;0;0;0;0,107843137254902;0,872549019607843;0;0;0;0
"Lopatina_a8";0;0;0,09375;0;0;0;0;0;0;0;0;0;0;0;0;0,203125;0,703125;0;0;0;0
"Lopatina_a9";0;0;0,0144927536231884;0;0;0,0869565217391304;0;0;0;0;0;0;0;0;0;0,0289855072463768;0,869565217391304;0;0;0;0
"Lopatina_a10";0;0;0,02;0;0;0,02;0;0,04;0;0;0;0;0;0;0;0,14;0,78;0;0;0;0
"Lopatina_a11";0;0;0,2;0;0;0;0;0,142857142857143;0;0;0;0;0;0;0;0,0571428571428571;0,6;0;0;0;0
"Lopatina_a12";0;0;0;0;0;0;0;0,0833333333333333;0;0;0;0;0;0;0;0,0555555555555556;0,861111111111111;0;0;0;0
"Lopatina_a13";0;0;0,038961038961039;0;0;0;0;0;0;0;0;0;0;0;0;0,038961038961039;0,922077922077922;0;0;0;0
"Lopatina_a14";0;0;0;0;0;0;0;0,206896551724138;0;0;0;0;0;0;0;0,310344827586207;0,482758620689655;0;0;0;0
"Lopatina_a15";0;0;0;0;0;0;0;0,15625;0;0;0;0;0;0;0;0,125;0,71875;0;0;0;0
"Lopatina_a16";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0
"Lopatina_a17";0;0;0,0545454545454545;0;0;0;0;0,2;0;0;0;0;0;0;0;0,345454545454545;0,4;0;0;0;0
"Lopatina_a18";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0833333333333333;0,916666666666667;0;0;0;0
"Lopez_a1";0;0;0,0470588235294118;0;0;0,0352941176470588;0;0;0;0;0,0117647058823529;0,0235294117647059;0;0,0470588235294118;0;0,482352941176471;0,282352941176471;0,0588235294117647;0;0;0,0117647058823529
"Lopez_a2";0;0;0,0155038759689922;0;0;0,0232558139534884;0;0;0;0;0;0,00775193798449612;0;0,0387596899224806;0;0,589147286821705;0,263565891472868;0,0465116279069767;0;0;0,0155038759689922
"Lopez_a3";0;0;0,00465116279069767;0;0;0,0186046511627907;0;0,162790697674419;0;0;0;0;0;0,013953488372093;0;0,725581395348837;0,0651162790697674;0;0;0;0,00930232558139535
"Lopez_a4";0,0136674259681093;0,00227790432801822;0,220956719817768;0,00683371298405467;0;0,480637813211845;0,00227790432801822;0,0136674259681093;0;0;0,00911161731207289;0,0113895216400911;0;0,0113895216400911;0;0,17995444191344;0,0296127562642369;0,00683371298405467;0;0;0,0113895216400911
"Lopez_a5";0,00930232558139535;0;0,204651162790698;0,00930232558139535;0;0,462790697674419;0,00465116279069767;0,0162790697674419;0;0;0,013953488372093;0,0162790697674419;0;0,0209302325581395;0;0,167441860465116;0,0488372093023256;0,0162790697674419;0;0;0,00930232558139535
"Lopez_a6";0,0036036036036036;0;0,0414414414414414;0,0018018018018018;0;0,621621621621622;0;0,158558558558559;0;0;0,0036036036036036;0,0198198198198198;0;0,0198198198198198;0;0,0504504504504504;0,0702702702702703;0,00900900900900901;0;0;0
"Lopez_a7";0,00526315789473684;0,00175438596491228;0,0578947368421053;0,00175438596491228;0;0,52280701754386;0,00175438596491228;0,135087719298246;0;0;0,00701754385964912;0,0228070175438597;0;0,0228070175438597;0;0,135087719298246;0,0771929824561404;0,00701754385964912;0;0;0,00175438596491228
"Lopez_a8";0;0,00113636363636364;0,075;0,00113636363636364;0;0,744318181818182;0,00113636363636364;0,0375;0;0;0,00113636363636364;0,00568181818181818;0;0,00909090909090909;0;0,0954545454545455;0,0147727272727273;0,0113636363636364;0;0;0,00227272727272727
"Lopez_a9";0;0,00122249388753056;0,0525672371638142;0,00122249388753056;0;0,683374083129584;0,00733496332518337;0,0525672371638142;0;0;0;0,00611246943765281;0;0,0134474327628362;0;0,145476772616137;0,0256723716381418;0,0110024449877751;0;0;0
"Lopez_a10";0;0;0,11864406779661;0,0112994350282486;0;0,242937853107345;0,0112994350282486;0,0112994350282486;0;0;0,00564971751412429;0,0112994350282486;0;0,0225988700564972;0;0,463276836158192;0,0734463276836158;0,0282485875706215;0;0;0
"Lopez_a11";0;0;0,0974358974358974;0,00512820512820513;0;0,2;0,0153846153846154;0,0102564102564103;0;0;0;0,0153846153846154;0;0,0256410256410256;0;0,497435897435897;0,0974358974358974;0,0358974358974359;0;0;0
"Lopez_a12";0,00196078431372549;0;0,0568627450980392;0,00784313725490196;0;0,456862745098039;0;0,264705882352941;0;0;0,00392156862745098;0,0137254901960784;0;0,0254901960784314;0;0,0705882352941176;0,0862745098039216;0,00980392156862745;0;0;0,00196078431372549
"Lopez_a13";0;0;0,0549645390070922;0,00886524822695036;0;0,349290780141844;0,00177304964539007;0,374113475177305;0;0;0,00354609929078014;0,0159574468085106;0;0,0336879432624113;0;0,0921985815602837;0,0585106382978723;0,00354609929078014;0;0;0,00354609929078014
"Lopez_a14";0;0;0,0202578268876611;0,00184162062615101;0;0,572744014732965;0;0,219152854511971;0;0;0,00184162062615101;0,00552486187845304;0;0,00920810313075507;0;0,0276243093922652;0,141804788213628;0;0;0;0
"Lopez_a15";0;0;0,0176125244618395;0;0;0,389432485322896;0;0,420743639921722;0;0;0;0,00978473581213307;0;0,0215264187866928;0;0,0313111545988258;0,10958904109589;0;0;0;0
"Lopez_a16";0,00460829493087558;0;0,0207373271889401;0;0;0,405529953917051;0;0,228110599078341;0;0;0;0,0161290322580645;0;0,00691244239631336;0;0,0576036866359447;0,26036866359447;0;0;0;0
"Lopez_a17";0,00186567164179104;0,00186567164179104;0,0391791044776119;0,00186567164179104;0;0,621268656716418;0,00186567164179104;0,164179104477612;0;0;0,00559701492537313;0,00932835820895522;0;0,0205223880597015;0;0,042910447761194;0,083955223880597;0,00373134328358209;0;0;0,00186567164179104
"Lopez_a18";0;0;0,0188679245283019;0,00209643605870021;0;0,60167714884696;0;0,207547169811321;0;0;0,00209643605870021;0,0125786163522013;0;0,010482180293501;0;0,0712788259958071;0,0691823899371069;0,00419287211740042;0;0;0
"Lopez_a19";0,00186915887850467;0;0,0168224299065421;0,00373831775700935;0;0,644859813084112;0,00186915887850467;0,226168224299065;0;0;0,00186915887850467;0,0205607476635514;0;0,00373831775700935;0;0,0224299065420561;0,0542056074766355;0;0;0;0,00186915887850467
"Lopez_a20";0;0;0;0,212244897959184;0;0,00408163265306122;0;0,0122448979591837;0;0;0;0;0;0;0;0,289795918367347;0,228571428571429;0,253061224489796;0;0;0
"Lopez_a21";0;0;0;0,0430622009569378;0;0,00239234449760766;0,0287081339712919;0,00478468899521531;0,00478468899521531;0;0,0167464114832536;0;0;0;0;0,69377990430622;0,145933014354067;0,0598086124401914;0;0;0
"Lopez_a22";0;0,00256410256410256;0,00512820512820513;0,182051282051282;0;0;0,0641025641025641;0,041025641025641;0,2;0;0,00256410256410256;0;0;0;0;0,102564102564103;0,27948717948718;0,120512820512821;0;0;0
"Lopez_a23";0;0;0;0;0;0;0;0,0135135135135135;0;0;0;0;0;0,027027027027027;0;0,72972972972973;0,141891891891892;0,0878378378378378;0;0;0
"Lopez_a24";0;0;0;0;0;0;0;0,0289855072463768;0;0;0,0144927536231884;0;0;0,036231884057971;0;0,666666666666667;0,166666666666667;0,0869565217391304;0;0;0
"Lopez_a25";0;0;0;0;0;0,0132450331125828;0,0132450331125828;0,0397350993377483;0;0;0;0;0;0,0132450331125828;0;0,688741721854305;0,119205298013245;0,112582781456954;0;0;0
"Lopez_a26";0;0;0;0;0;0;0,00947867298578199;0,00947867298578199;0;0;0,0213270142180095;0;0;0;0;0,902843601895735;0,0213270142180095;0,0355450236966825;0;0;0
"Lopez_a27";0;0;0;0,0143540669856459;0;0,0526315789473684;0;0,00478468899521531;0;0;0,100478468899522;0;0;0,0191387559808612;0;0,148325358851675;0,244019138755981;0,416267942583732;0;0;0
"Lopez_a28";0;0;0,019047619047619;0;0;0,019047619047619;0;0;0;0;0,0619047619047619;0;0;0,0523809523809524;0;0,271428571428571;0,261904761904762;0,314285714285714;0;0;0
"Lopez_a29";0;0;0,00602409638554217;0,0602409638554217;0;0,00602409638554217;0;0,00602409638554217;0;0;0,0843373493975904;0;0;0,337349397590361;0;0,246987951807229;0,126506024096386;0,126506024096386;0;0;0
"Lopez_a30";0;0;0,00454545454545455;0,05;0;0,00454545454545455;0;0,00909090909090909;0;0;0,0454545454545455;0;0;0,0636363636363636;0;0,290909090909091;0,345454545454545;0,186363636363636;0;0;0
"Lopez_a31";0;0;0,00480769230769231;0;0;0;0;0,00480769230769231;0;0;0,0528846153846154;0;0;0,0432692307692308;0;0,269230769230769;0,557692307692308;0,0673076923076923;0;0;0
"Lopez_a32";0;0;0,00529100529100529;0;0;0,00529100529100529;0;0,0105820105820106;0;0;0,0529100529100529;0;0;0;0;0,587301587301587;0,259259259259259;0,0793650793650794;0;0;0
"Lopez_a33";0;0;0,0113636363636364;0;0;0,0113636363636364;0;0;0;0;0,0795454545454545;0;0;0;0;0,721590909090909;0,102272727272727;0,0738636363636364;0;0;0
"Lopez_a34";0;0;0,00595238095238095;0;0;0,0119047619047619;0;0,00595238095238095;0;0;0,0892857142857143;0;0;0,0178571428571429;0;0,232142857142857;0,511904761904762;0,125;0;0;0
"Lopez_a35";0;0;0,00431034482758621;0;0;0,00431034482758621;0;0,00431034482758621;0;0;0,0387931034482759;0;0;0;0;0,672413793103448;0,237068965517241;0,0387931034482759;0;0;0
"Lopez_a36";0;0;0,0117647058823529;0;0;0,00588235294117647;0;0,00588235294117647;0;0;0,0529411764705882;0;0;0;0;0,388235294117647;0,264705882352941;0,270588235294118;0;0;0
"Lopez_a37";0;0;0;0,00531914893617021;0;0;0;0;0;0;0,074468085106383;0;0;0;0;0,553191489361702;0,234042553191489;0,132978723404255;0;0;0
"Lopez_a38";0;0;0,0197044334975369;0,00492610837438424;0;0;0;0;0;0;0,0640394088669951;0;0;0;0;0,625615763546798;0,187192118226601;0,0985221674876847;0;0;0
"Lopez_a39";0;0;0,0205479452054795;0,00684931506849315;0;0;0;0,00684931506849315;0;0;0,143835616438356;0;0;0;0;0,527397260273973;0,164383561643836;0,13013698630137;0;0;0
"Lopez_a40";0;0;0;0,00442477876106195;0;0;0;0,00442477876106195;0;0;0,115044247787611;0;0;0;0;0,530973451327434;0,207964601769911;0,13716814159292;0;0;0
"Lopez_a41";0;0;0;0;0;0;0;0,00671140939597315;0;0;0,241610738255034;0,0335570469798658;0;0,0134228187919463;0;0,0268456375838926;0,436241610738255;0,241610738255034;0;0;0
"Lopez_a42";0;0;0;0;0;0;0;0;0;0;0,0804597701149425;0;0;0,00574712643678161;0;0,362068965517241;0,310344827586207;0,241379310344828;0;0;0
"Lopez_a43";0;0;0,078125;0;0;0,0625;0;0;0;0;0,140625;0;0;0;0;0,375;0,171875;0,171875;0;0;0
"Lopez_a44";0;0;0,178571428571429;0;0;0;0;0;0;0;0,0476190476190476;0;0;0;0;0,630952380952381;0,0535714285714286;0,0892857142857143;0;0;0
"Lopez_a45";0;0;0,208092485549133;0;0;0;0;0,00578034682080925;0;0;0,109826589595376;0,023121387283237;0;0;0;0,450867052023121;0,0809248554913295;0,121387283236994;0;0;0
"Lopez_a46";0;0;0,0287769784172662;0;0;0,079136690647482;0;0,00719424460431655;0;0;0,0935251798561151;0;0;0;0;0,273381294964029;0,352517985611511;0,158273381294964;0;0;0,00719424460431655
"Lopez_a47";0;0;0,00657894736842105;0;0;0,0690789473684211;0;0,0296052631578947;0;0;0,00328947368421053;0;0;0,00657894736842105;0;0,111842105263158;0,539473684210526;0,233552631578947;0;0;0
"Lopez_a48";0;0;0,00434782608695652;0,00434782608695652;0;0,0108695652173913;0;0;0;0;0;0;0;0,00652173913043478;0;0,628260869565217;0,108695652173913;0,23695652173913;0;0;0
"Lopez_a49";0;0;0;0,00131061598951507;0;0;0;0,00131061598951507;0;0;0,00131061598951507;0;0;0,00262123197903014;0;0,956749672346003;0,0117955439056356;0,0249017038007864;0;0;0
"Lopez_a50";0;0;0,00289855072463768;0;0;0,00579710144927536;0;0,00579710144927536;0;0;0,00289855072463768;0;0;0,00289855072463768;0;0,828985507246377;0,0260869565217391;0,12463768115942;0;0;0
"Lopez_a51";0;0;0,00176056338028169;0,0264084507042254;0;0,00704225352112676;0;0,00352112676056338;0;0;0;0;0;0,00352112676056338;0;0,790492957746479;0,0721830985915493;0,0950704225352113;0;0;0
"Lopez_a52";0;0;0,00261096605744125;0,0182767624020888;0;0,0156657963446475;0,00522193211488251;0,00522193211488251;0;0;0,00522193211488251;0,00261096605744125;0;0,00522193211488251;0;0,856396866840731;0,02088772845953;0,0626631853785901;0;0;0
"Lopez_a53";0;0;0,00476190476190476;0,00476190476190476;0;0,0761904761904762;0;0,00952380952380952;0;0;0,0571428571428571;0,0142857142857143;0;0,00952380952380952;0;0,60952380952381;0,2;0,0142857142857143;0;0;0
"Lopez_a54";0;0;0;0,0173410404624277;0;0;0;0,0134874759152216;0;0;0,0404624277456647;0,00192678227360308;0;0,0154142581888247;0;0,315992292870906;0,102119460500963;0,493256262042389;0;0;0
"Lopez_a55";0;0;0,0163934426229508;0;0;0,0491803278688525;0;0,0163934426229508;0;0;0,00819672131147541;0,00819672131147541;0;0,0163934426229508;0;0,0573770491803279;0,713114754098361;0,10655737704918;0;0;0,00819672131147541
"Lopez_a56";0;0;0,0230769230769231;0;0;0,0461538461538462;0;0,0153846153846154;0;0;0,00769230769230769;0;0;0,00769230769230769;0;0,0769230769230769;0,730769230769231;0,0923076923076923;0;0;0
"Lopez_a57";0;0;0,032258064516129;0;0;0,0451612903225806;0;0,032258064516129;0;0;0,0129032258064516;0;0;0,0129032258064516;0;0,0967741935483871;0,664516129032258;0,0967741935483871;0;0;0,00645161290322581
"Lopez_a58";0;0;0,004739336492891;0,00947867298578199;0;0,037914691943128;0;0,004739336492891;0;0;0,023696682464455;0;0;0,00947867298578199;0;0,0616113744075829;0,796208530805687;0,0521327014218009;0;0;0
"Lopez_a59";0;0;0,021505376344086;0,032258064516129;0;0,010752688172043;0;0,021505376344086;0;0;0,0537634408602151;0;0;0,0967741935483871;0;0,10752688172043;0,56989247311828;0,0860215053763441;0;0;0
"Lopez_a60";0;0;0,0311284046692607;0,00389105058365759;0;0,0272373540856031;0;0,00389105058365759;0;0;0,0116731517509728;0;0;0,00389105058365759;0;0,0544747081712062;0,828793774319066;0,0350194552529183;0;0;0
"Lopez_a61";0;0;0,0033112582781457;0;0;0,0033112582781457;0;0;0;0;0;0;0;0,0165562913907285;0;0,854304635761589;0,109271523178808;0,0132450331125828;0;0;0
"Lopez_a62";0;0;0;0;0;0,00390625;0;0;0;0;0;0;0;0,0234375;0;0,78125;0,17578125;0,015625;0;0;0
"Lopez_a63";0;0;0;0;0;0,00775193798449612;0;0;0;0;0;0;0;0,0348837209302326;0;0,786821705426357;0,151162790697674;0,0193798449612403;0;0;0
"Lopez_a64";0;0;0;0;0;0,004149377593361;0;0;0;0;0,004149377593361;0;0;0,016597510373444;0;0,784232365145228;0,182572614107884;0,00829875518672199;0;0;0
"Lopez_a65";0;0;0;0;0;0,0181818181818182;0;0;0;0;0;0;0;0,0181818181818182;0;0,478787878787879;0,472727272727273;0,0121212121212121;0;0;0
"Lopez_a66";0;0;0;0;0;0,00763358778625954;0;0,125954198473282;0;0;0,16793893129771;0;0;0,00381679389312977;0;0,587786259541985;0,0801526717557252;0,0267175572519084;0;0;0
"Lopez_a67";0;0;0;0;0;0,00395256916996047;0;0,114624505928854;0;0;0,130434782608696;0;0;0,00395256916996047;0;0,66403162055336;0,0513833992094862;0,0316205533596838;0;0;0
"Lopez_a68";0;0;0;0;0;0,00420168067226891;0;0,189075630252101;0;0;0,121848739495798;0;0;0;0;0,609243697478992;0,0672268907563025;0,00840336134453781;0;0;0
"Lopez_a69";0;0;0;0;0;0,00793650793650794;0;0;0;0;0,00793650793650794;0;0;0;0;0,444444444444444;0,531746031746032;0,00793650793650794;0;0;0
"Lopez_a70";0;0;0,00735294117647059;0;0;0;0;0;0;0;0;0;0;0,0147058823529412;0;0,647058823529412;0,316176470588235;0,0147058823529412;0;0;0
"Lopez_a71";0;0;0,0040983606557377;0;0;0;0;0;0;0;0;0;0;0,00819672131147541;0;0,848360655737705;0,0532786885245902;0,0860655737704918;0;0;0
"Lopez_a72";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0442176870748299;0,938775510204082;0,0170068027210884;0;0;0
"Lopez_a73";0;0;0;0;0;0,0122699386503067;0;0;0;0;0;0;0;0;0;0,0245398773006135;0,957055214723926;0,00613496932515337;0;0;0
"Lopez_a74";0;0;0;0;0;0,00529100529100529;0;0;0;0;0;0;0;0;0;0,0317460317460317;0,947089947089947;0,0158730158730159;0;0;0
"Lopez_a75";0;0;0;0;0;0,0212765957446809;0;0,205673758865248;0;0;0,553191489361702;0;0;0;0;0,0425531914893617;0,163120567375887;0,0141843971631206;0;0;0
"Lopez_a76";0;0;0;0;0;0,0117302052785924;0;0;0;0;0;0;0;0,0117302052785924;0;0,917888563049853;0,0381231671554252;0,0205278592375367;0;0;0
"Lopez_a77";0;0;0;0;0;0,00920245398773006;0;0;0;0;0;0;0;0,0184049079754601;0;0,886503067484663;0,0460122699386503;0,0398773006134969;0;0;0
"Lopez_a78";0;0;0;0;0;0,0236220472440945;0;0;0;0;0;0;0;0,0236220472440945;0;0,535433070866142;0,283464566929134;0,133858267716535;0;0;0
"Lopez_a79";0;0;0;0;0;0,0217391304347826;0;0;0;0;0;0;0;0,0217391304347826;0;0,72463768115942;0,173913043478261;0,0579710144927536;0;0;0
"Lopez_a80";0;0;0;0;0;0,00550964187327824;0;0;0;0;0;0;0;0,0137741046831956;0;0,917355371900826;0,0303030303030303;0,0330578512396694;0;0;0
"Lopez_a81";0;0;0;0;0;0,00366300366300366;0;0,0402930402930403;0;0;0;0;0;0;0;0,0476190476190476;0,897435897435897;0,010989010989011;0;0;0
"Lopez_a82";0;0;0;0;0;0,00308641975308642;0;0,00617283950617284;0;0;0,037037037037037;0;0;0;0;0,0185185185185185;0,925925925925926;0,00925925925925926;0;0;0
"Lopez_a83";0;0,0350877192982456;0;0,087719298245614;0;0;0;0;0;0;0;0;0;0,0350877192982456;0;0,368421052631579;0,403508771929825;0,0701754385964912;0;0;0
"Lopez_a84";0;0,0535714285714286;0;0,0535714285714286;0;0;0;0;0;0;0;0;0;0,0357142857142857;0;0,553571428571429;0,232142857142857;0,0714285714285714;0;0;0
"Lopez_a85";0;0,0192307692307692;0;0,0384615384615385;0;0;0;0;0;0;0;0;0;0;0;0,807692307692308;0,105769230769231;0,0288461538461538;0;0;0
"Lopez_a86";0;0;0;0;0;0;0;0;0;0;0,0521739130434783;0;0;0;0;0,0782608695652174;0,860869565217391;0,00869565217391304;0;0;0
"Lopez_a87";0;0;0;0;0;0;0;0;0;0;0,062992125984252;0;0;0;0;0,0866141732283465;0,84251968503937;0,0078740157480315;0;0;0
"Lopez_a88";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277777777777778;0;0,3;0,630555555555556;0,0666666666666667;0;0;0
"Lopez_a89";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00526315789473684;0;0,294736842105263;0,66578947368421;0,0342105263157895;0;0;0
"Lopez_a90";0;0;0;0;0;0;0;0;0;0;0,2;0;0;0,00204081632653061;0;0,320408163265306;0,218367346938776;0,259183673469388;0;0;0
"Lopez_a91";0;0;0;0;0;0;0,00746268656716418;0;0;0;0,00248756218905473;0;0;0,00497512437810945;0;0,23134328358209;0,748756218905473;0,00497512437810945;0;0;0
"Lopez_a92";0;0;0;0;0;0;0,0303030303030303;0;0;0;0,0121212121212121;0;0;0,163636363636364;0;0,333333333333333;0,272727272727273;0,187878787878788;0;0;0
"Lopez_a93";0;0;0;0,0033003300330033;0;0,0033003300330033;0,0099009900990099;0,0429042904290429;0;0;0,0165016501650165;0;0;0,0132013201320132;0;0,528052805280528;0,0363036303630363;0,346534653465347;0;0;0
"Lopez_a94";0;0;0;0;0;0;0;0,0245901639344262;0;0;0,0327868852459016;0;0;0,040983606557377;0;0,5;0,278688524590164;0,122950819672131;0;0;0
"Lopez_a95";0;0;0;0;0;0,0205479452054795;0;0;0;0;0,0753424657534247;0;0;0,0616438356164384;0;0,376712328767123;0,458904109589041;0,00684931506849315;0;0;0
"Lopez_a96";0;0,0240641711229947;0;0,205882352941176;0;0;0;0,149732620320856;0;0;0,0267379679144385;0;0;0,00802139037433155;0;0,43048128342246;0,114973262032086;0,0401069518716578;0;0;0
"Lopez_a97";0;0,143192488262911;0;0,00938967136150235;0;0,00469483568075117;0;0,0258215962441315;0;0;0,00938967136150235;0;0;0,0140845070422535;0;0,314553990610329;0,0610328638497653;0,417840375586854;0;0;0
"Lopez_a98";0;0;0;0,00961538461538462;0;0;0;0,451923076923077;0;0;0,105769230769231;0;0;0,00961538461538462;0;0,192307692307692;0,0865384615384615;0,144230769230769;0;0;0
"Lopez_a99";0;0;0,00381679389312977;0;0;0,0190839694656489;0,00763358778625954;0,125954198473282;0;0;0,0343511450381679;0,00381679389312977;0;0,0572519083969466;0;0,400763358778626;0,33587786259542;0,0114503816793893;0;0;0
"Lopez_a100";0;0;0;0,00533333333333333;0;0,0106666666666667;0;0,0346666666666667;0;0;0;0;0;0,00266666666666667;0;0,336;0,362666666666667;0,248;0;0;0
"Lopez_a101";0;0;0;0,0284090909090909;0;0,00568181818181818;0,00568181818181818;0,0227272727272727;0;0;0,0568181818181818;0;0;0,113636363636364;0;0,448863636363636;0,119318181818182;0,198863636363636;0;0;0
"Lopez_a102";0;0;0;0,03125;0;0,00892857142857143;0,00446428571428571;0,0178571428571429;0;0;0,0669642857142857;0;0;0,133928571428571;0;0,40625;0,0758928571428571;0,25;0;0;0,00446428571428571
"Lopez_a103";0;0;0;0,0471698113207547;0;0;0;0,0377358490566038;0;0;0,0613207547169811;0;0;0,113207547169811;0;0,39622641509434;0,132075471698113;0,207547169811321;0;0;0,00471698113207547
"Lopez_a104";0;0;0;0,00675675675675676;0;0;0,0878378378378378;0,0135135135135135;0;0;0,00675675675675676;0;0;0;0;0,75;0,0608108108108108;0,0743243243243243;0;0;0
"Lopez_a105";0;0;0;0,0449438202247191;0;0;0,0449438202247191;0,0168539325842697;0;0;0,00561797752808989;0;0;0,00561797752808989;0;0,747191011235955;0,0617977528089888;0,0730337078651685;0;0;0
"Lopez_a106";0;0;0;0,00478468899521531;0;0;0,0191387559808612;0,00956937799043062;0;0;0,00956937799043062;0;0;0;0;0,741626794258373;0,110047846889952;0,105263157894737;0;0;0
"Lopez_a107";0;0;0;0,0157068062827225;0;0;0,513089005235602;0,0680628272251309;0;0;0,0209424083769634;0;0;0;0;0,256544502617801;0,0785340314136126;0,0471204188481675;0;0;0
"Lopez_a108";0;0;0,00884955752212389;0;0;0,0973451327433628;0;0,0398230088495575;0;0;0,00884955752212389;0,00442477876106195;0;0,00442477876106195;0;0,084070796460177;0,70353982300885;0,0486725663716814;0;0;0
"Lopez_a109";0;0;0,00896860986547085;0;0;0,0134529147982063;0;0,0807174887892377;0;0;0,00448430493273543;0;0;0,00896860986547085;0;0,695067264573991;0,147982062780269;0,0403587443946188;0;0;0
"Lopez_a110";0;0;0,0141509433962264;0,00471698113207547;0;0,0707547169811321;0,00471698113207547;0,127358490566038;0;0;0,00471698113207547;0,0235849056603774;0;0,0141509433962264;0;0,283018867924528;0,419811320754717;0,0330188679245283;0;0;0
"Lopez_a111";0;0;0,0175438596491228;0,00584795321637427;0;0,0292397660818713;0;0,00584795321637427;0;0;0,0292397660818713;0,0116959064327485;0;0,0233918128654971;0;0,16374269005848;0,327485380116959;0,385964912280702;0;0;0
"Lopez_a112";0;0;0,0102564102564103;0;0;0,107692307692308;0;0,0205128205128205;0;0;0,0205128205128205;0,0153846153846154;0;0,0358974358974359;0;0,22051282051282;0,338461538461538;0,230769230769231;0;0;0
