;X;Age;mean;X0.5_inf;mean.1;X0.5_inf.1;mean.2;X0.5_inf.2;mean.3;X0.5_inf.3;mean.4;X0.5_inf.4
365;X78737.2943796934;78737,29438;9,996;2,745515186;1360;307,2395177;22,88;4,527803702;-0,96;4,92426017;14050,8;4487,240952
366;X78941.4650066787;78941,46501;8,258;2,877347409;1522,6;258,2938202;21,44;4,491503478;-2,38;4,986972138;16318,8;3935,129863
367;X78992.507663425;78992,50766;11,096;2,700918621;1185;310,0767906;25,16;4,491850194;-0,92;4,895431325;12164,8;4419,534227
368;X79247.7209471567;79247,72095;8,506;2,789856047;1566;309,0209105;21,62;4,463599457;-2,22;4,919690085;17598;4515,155567
369;X79451.891574142;79451,89157;11,76;2,541268908;548,2;305,8234436;26,7;4,401410202;-1,3;4,891669036;4523,2;3895,439501
370;X79502.9342308883;79502,93423;11,928;2,563917479;1486;287,6167695;24,68;4,351617228;0,58;4,894252897;14036,8;4008,6744
371;X79758.1475146199;79758,14751;12,1;2,729529281;991,6;313,9123603;25,26;4,465020772;0,76;5,031934412;8941,2;4125,522409
372;X79962.3181416052;79962,31814;12,458;2,483281217;855,4;322,2089083;26,84;4,351076735;-0,3;4,907520773;7165,8;4030,164214
373;X80013.3607983515;80013,3608;12,686;2,490336522;838,8;310,9789834;27,08;4,365510748;-0,02;4,910518645;6944,6;3941,718659
374;X80268.5740820832;80268,57408;11,406;2,648277395;1220,6;291,3048627;25,02;4,419706052;-0,26;4,972798849;11506,8;3919,917735
375;X80472.7447090685;80472,74471;12,366;2,430184354;1210,4;372,6940311;25,24;4,305612919;0,94;4,895380581;10473,8;4265,708912
376;X80523.7873658148;80523,78737;14,388;2,692231658;663,2;239,3463249;28,9;4,457776081;0,98;4,937798137;5479;3516,660626
377;X80779.0006495464;80779,00065;12,062;2,614050035;1034,6;307,2250133;25,52;4,403624289;0,62;4,969079546;9475;3979,93497
378;X80983.1712765317;80983,17128;12,756;2,516286725;804,6;313,5717281;25,82;4,283580952;1,6;4,886501919;6897,6;4005,911088
379;X81034.213933278;81034,21393;10,658;2,751752012;764,6;285,2901736;24,12;4,452275222;-1,28;5,24379634;7418,2;3864,601509
380;X81544.6405007413;81544,6405;12,2385;2,574278774;634;265,5346653;16,58000001;6,791563622;10,99999992;7,446726606;5151;3627,194026
381;X81799.8537844729;81799,85378;10,164;2,841692954;562,2;241,7285495;23,64;5,002593045;-1,4;6,060249096;5809;3610,71127
382;X82004.0244114582;82004,02441;10,72500004;2,667406075;647,4;252,4530837;19,92;6,30242914;3,759999924;7,560232883;5851,2;3579,286399
383;X82055.0670682045;82055,06707;9,872;2,581752103;1098,6;312,7372338;20,08;4,593169316;0,88;5,311248363;14914,6;5126,28114
384;X82310.2803519362;82310,28035;10,708;2,433750657;1205;331,2783157;19,84;4,837617391;3,34;4,87064233;16917,2;5279,289898
385;X82514.4509789215;82514,45098;11,78349996;2,664754464;592,2;253,1264193;20,38000002;5,709668999;5,2;7,127325769;5342,4;3619,036549
386;X82565.4936356678;82565,49364;10,164;2,696517681;562,2;278,2223084;23,64;4,48523263;-1,4;5,234124944;5809;4301,565836
387;X82820.7069193994;82820,70692;10,164;2,648559656;562,2;242,7730183;23,64;4,623082584;-1,4;5,382928746;5809;3619,920941
388;X83075.920203131;83075,9202;10,594;2,704105667;535,8;255,4965119;24,46;4,838288959;-0,98;5,642617332;4939,6;3682,233095
389;X83126.9628598774;83126,96286;11,71749996;2,626603332;493,2;251,7185824;20,22000002;5,432440387;5,22;6,495705567;4585,6;3617,797642
390;X83331.1334868627;83331,13349;10,708;2,432388819;1205;332,9685002;19,84;4,687842749;3,34;4,87662055;16917,2;5344,555026
391;X83535.304113848;83535,30411;11,71749996;2,672369709;493,2;258,1941837;20,22000002;6,313878042;5,22;7,636063727;4585,6;3596,141411
392;X83586.3467705943;83586,34677;10,166;2,390638198;1427,2;271,5495427;18,3;4,439903242;3,56;4,899162771;20417,6;4324,345903
393;X83841.5600543259;83841,56005;10,708;2,42167761;1205;321,2814606;19,84;4,638060939;3,34;4,883829707;16917,2;5095,917259
394;X84045.7306813112;84045,73068;10,708;2,714179757;615,8;263,2480788;24,44;4,452193958;-0,84;5,219821502;5719,6;4028,304929
395;X84351.9866217892;84351,98662;11,132;2,664285839;528;248,1592733;24,92;4,471203494;-0,34;5,219994359;4769;3618,206619
396;X84556.1572487745;84556,15725;11,632;2,66597651;528,2;246,4925702;26;4,670586124;-0,26;5,418509432;4702,6;3607,23787
397;X84607.1999055208;84607,19991;12,494;2,585031216;450,6;242,7079492;27,2;5,107804233;1,44;5,531201024;3429;3545,682425
398;X84862.4131892524;84862,41319;11,632;2,670896529;528,2;249,7513877;26;5,172967235;-0,26;6,22076677;4702,6;3618,793646
399;X85066.5838162377;85066,58382;11,632;2,663017828;528,2;245,7771611;26;4,69353557;-0,26;5,421677429;4702,6;3609,20311
400;X85117.626472984;85117,62647;10,626;2,709569833;556,2;250,5851594;25,2;4,618726225;-1,24;5,423120973;5132,4;3618,966629
401;X85372.8397567157;85372,83976;10,626;2,699761731;850,8;258,6223527;20,39999999;8,335544862;5,000000152;7,67202956;7488,2;2874,853684
402;X85577.010383701;85577,01038;10,626;2,725253456;556,2;252,85687;25,2;4,771723628;-1,24;5,47828582;5132,4;3665,801313
403;X85628.0530404473;85628,05304;11,678;2,592557919;455,2;259,4962435;25,88;6,000885992;1,12;6,234852478;3868;3633,991762
404;X85781.1810106863;85781,18101;11,078;2,613754329;604,8;258,0611821;25,88;6,557677355;0,18;6,680971848;4995;3636,828759
405;X85883.2663241789;85883,26632;8,642;2,622362921;893,2;254,6361137;25,14;4,808332216;-3,2;5,014198702;8377;3896,926021
406;X86138.4796079105;86138,47961;8,784;2,495302551;719,6;231,567003;26,1;4,710711696;-3,74;4,91963404;6593,6;3781,603165
407;X86393.6928916422;86393,69289;7,08;2,635673761;845;261,9322108;23,7;4,433396066;-5,88;5,711818725;8449,6;3772,168263
408;X86648.9061753738;86648,90618;4,128;2,832482336;758,4;241,2078955;23,28;4,322220478;-12,72;6,225955798;7573,2;3505,678067
409;X86904.1194591054;86904,11946;2,482;2,544635293;551,4;216,8467757;22,12;4,46079432;-15,64;5,004411543;7455,2;3430,208394
410;X87159.332742837;87159,33274;-2,032;2,418172671;647,8;256,8410586;14,84;4,546720074;-17,32;5,013520009;17026;7011,246215
411;X87414.5460265687;87414,54603;0,318;2,474165347;481,8;214,2471503;19,98;4,684971672;-17,9;5,010994316;7852,6;3499,767976
412;X87720.8019670466;87720,80197;-7,17;2,918244558;338,2;265,6515851;19,02;4,577595876;-27,42;6,179680352;4377,8;4215,752395
413;X87976.0152507782;87976,01525;-3,33;3,502952744;411,8;280,7187121;17,56;4,603892785;-25,36;6,696788548;5340,4;4344,881008
414;X88129.1432210172;88129,14322;10,088;2,761227035;661;263,3043697;25,34;4,668399779;-12,56;6,729276508;5376;3788,54713
415;X88333.3138480025;88333,31385;-7,052;2,595519779;342,2;252,7470521;18;4,475727509;-27,76;6,065970247;4495,6;3835,810265
416;X88639.5697884805;88639,56979;-3,96;4,635344609;587,8;316,8098203;13,88;4,901483479;-23,92;8,584885108;11491;4478,12487
417;X88843.7404154658;88843,74042;-1,82;4,222260329;261,2;249,7015532;17,66;4,595369373;-29,5;6,005721142;3582,4;3865,980361
418;X88996.8683857047;88996,86839;-7,188;2,887166594;316,6;252,3443382;17,96;4,498672295;-27,86;6,075967566;4181,6;3838,698118
419;X89507.294953168;89507,29495;0,854;3,54657229;492,4;287,8991619;19,42;4,665948934;-23,96;7,293273103;5928;4142,164372
420;X89762.5082368996;89762,50824;8,774;3,190278506;1024,4;347,5076492;15,78;4,844469253;-11,6;7,042279929;11977,6;4805,873951
421;X90017.7215206312;90017,72152;9,754;3,819017748;1054,2;276,5664799;16,28;5,045205634;-7,42;6,943471375;11903;4071,016077
422;X90170.8494908702;90170,84949;1,75;3,225277949;618;293,0291784;19,96;4,842284463;-16,9;8,002693712;6957,2;4165,347605
423;X90528.1480880945;90528,14809;-0,492;4,028472038;857,6;373,845712;13,12;4,447997559;-17,9;7,453755438;11288,2;4883,116018
424;X90732.3187150798;90732,31872;-0,24;3,881941387;668,8;317,0839047;15,64;4,598049889;-20,12;7,138625967;8220,4;4330,432196
425;X91293.7879392894;91293,78794;1,46;5,37674929;479,8;300,4623439;12,8;4,790345517;-25,66;7,404015368;9107,2;4525,576959
426;X91446.9159095283;91446,91591;-6,722;4,308674817;916,4;338,2281646;15,7;4,554287042;-13,94;7,746881528;11799;4705,137787
