"";"NameCal";"Loc.Longitude";"Loc.Latitude";"Abies";"Acer.campestre.type";"Ailanthus";"Alnus";"Apiaceae";"Araliaceae";"Artemisia";"Asteraceae";"Betula";"Campanulaceae";"Caprifoliaceae";"Carpinus";"Caryophyllaceae..periporate.excl..Paronychioideae.";"Castanea.sativa";"Celtis";"Chenopodiaceae.Amaranthaceae";"Convolvulaceae";"Corylus";"Cotinus";"Crassulaceae";"Cyperaceae";"Ephedra";"Euptelea";"Fraxinus";"Gentianaceae";"Geraniaceae";"Hippophae.rhamnoides";"Humulus";"Juglans";"Larix";"Leguminosae";"Moraceae";"Nitraria";"Oleaceae";"Ostryopsis";"Picea";"Pinus";"Plantaginaceae";"Poaceae";"Polygala";"Polygonum";"Populus";"Primulaceae";"Quercus";"Ranunculaceae";"Rhamnaceae";"Rhus";"Rosaceae";"Rubiaceae";"Rutaceae";"Salix";"Sanguisorba.minor.type";"Scrophulariaceae";"Solanaceae";"Stellera";"Syringa";"Tamarix";"Thalictrum";"Tilia";"Tsuga";"Ulmus";"Urtica";"Valerianaceae";"Verbenaceae"
"Miras_d6";"Miras_d6";2,072836111;45,59735556;0;0;0;0,416666667;0;0;0;0;15,41666667;0;0;0,416666667;0;0,833333333;0;0;0;3,75;0;0,416666667;0,416666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,166666667;14,16666667;0;34,58333333;0;0;0;0;15;0,416666667;0;0;0;0,833333333;0;0;0;0;0;0;0;0;0;0;0;0,416666667;0;0;0
"Miras_d7";"Miras_d7";2,072719444;45,59821111;0;0;0;1,538461538;0;0;0;0;16,61538462;0;0;0,307692308;0;0,615384615;0;0,307692308;0;1,846153846;0;0;0,307692308;0;0;0,307692308;0;0;0;0;0;0,307692308;0;0;0;0;0;0,307692308;6,153846154;0;25,53846154;0;0;0;0;22,76923077;0,307692308;0;0;0,307692308;0;0;0,307692308;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_d8";"Miras_d8";2,072283333;45,59849444;0,355871886;0;0;2,491103203;0;0;0;0;7,473309609;0;0;1,067615658;0;0,711743772;0;0,355871886;0;4,270462633;0;0,355871886;1,779359431;0;0;1,779359431;0;0;0;0;0;0;0;0;0;0;0;6,40569395;15,65836299;0;20,28469751;0;0;0;0;24,91103203;0;0;0;0,711743772;0;0;0,355871886;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_d9";"Miras_d9";2,076261111;45,59919444;0,346020761;0;0;0,346020761;0,346020761;0;0;0;5,882352941;0;0;0,346020761;0;1,038062284;0;0,346020761;0;1,730103806;0;0,346020761;0,346020761;0;0;0,692041522;0;0;0;0;0;0;0;0;0;0;0;1,730103806;3,806228374;0;7,958477509;0;0;0;0;10,38062284;1,038062284;0;0;0;5,882352941;0;0;0;0;0;0;0;0;0;0;0;0,346020761;0;0;0
"Miras_d10";"Miras_d10";2,077761111;45,60074722;0,342465753;0;0;1,712328767;0,342465753;0;0;0;4,109589041;0;0;0,342465753;0;1,02739726;0;0,342465753;0;1,02739726;0;0;0;0;0;0,342465753;0;0;0;0;0,342465753;0;0;0;0;0;0;1,712328767;8,561643836;0;6,164383562;0;0;0;0;9,246575342;0;0;0;0;0,342465753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_d11";"Miras_d11";2,0801;45,60012222;0,456621005;0;0;0,456621005;0,913242009;0;0;0;5,936073059;0;0;0,456621005;0,456621005;2,283105023;0;0;0;3,196347032;0;0;4,109589041;0;0;0,913242009;0;0;0;0,456621005;0;0;0;0;0;0;0;4,109589041;13,69863014;0;27,85388128;0;0;0;0;16,89497717;0,913242009;0;0;1,826484018;0;0;0,456621005;0;0;0;0;0;0;0;0,456621005;0;0;0;0;0
"Miras_d12";"Miras_d12";2,080861111;45,59854444;0,288184438;0;0;1,44092219;0;0;0;0;28,53025937;0;0;0,576368876;0;0,576368876;0;0;0;4,322766571;0;0;0,288184438;0;0;0,288184438;0;0;0;0;0;0;0;0;0;0;0;3,458213256;13,54466859;0;22,47838617;0;0;0;0;12,68011527;0,576368876;0;0;0;0,288184438;0;0,576368876;0;0;0;0;0;0;0;0;0;0,288184438;0;0;0
"Miras_d13";"Miras_d13";2,080452778;45,59653889;0;0;0;1,619433198;0;0;0;0;5,668016194;0;0;0;0;0,809716599;0;0;0;0,809716599;0;0;1,214574899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,311740891;16,19433198;0;4,048582996;0;0;0;0;14,17004049;0,4048583;0;0;1,214574899;0;0;0;0;0;0;0;0;0;0;0;0;0,4048583;0;0;0
"Miras_e1";"Miras_e1";2,069286111;45,59774167;0,33557047;0;0;4,362416107;0;0;0;0;9,731543624;0;0;0;0,33557047;2,348993289;0;0;0;2,348993289;0;0;0;0;0;0,33557047;0;0;0;0;0;0;0;0;0;0;0;5,033557047;20,46979866;0;17,44966443;0;0;0;0;16,77852349;0;0;0;2,348993289;0,67114094;0;0;0;0;0;0;0;0;0;0,33557047;0;0;0;0;0
"Miras_e2";"Miras_e2";2,069855556;45,59816667;0,308641975;0;0;1,543209877;0;0;0;0;5,555555556;0;0;0;0;3,086419753;0;0;0;3,086419753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,469135802;5,555555556;0;12,03703704;0;0;0;0;10,80246914;0;0;0;4,62962963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_e3";"Miras_e3";2,070577778;45,59855;0,36101083;0;0;1,805054152;0,36101083;0;0;0;5,776173285;0,36101083;0;0,36101083;0;1,805054152;0;0,36101083;0;3,249097473;0;0;1,083032491;0;0;0,722021661;0;0;0;0;0;0;0;0;0;0;0;1,805054152;8,303249097;0;13,35740072;0;0;0;0;19,49458484;0,36101083;0;0;3,249097473;2,166064982;0;0;0;0;0;0;0;0;0;0;0;0,36101083;0;0;0
"Miras_e4";"Miras_e4";2,071055556;45,59847778;0;0;0;0;0;0;0;0;3,529411765;0;0;0,588235294;0;0,588235294;0;0;0;0,588235294;0;0;0,588235294;0;0;0,588235294;0;0;0;0;0;0;0;0;0;0;0;7,058823529;13,52941176;0;51,17647059;0;0;0;0;10,58823529;0;0;0;1,176470588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_e5";"Miras_e5";2,071602778;45,59893333;0;0;0;1,393728223;0,696864111;0;0,348432056;0;11,49825784;0;0;0,348432056;0,348432056;1,393728223;0;0,348432056;0;5,226480836;0;0;0,348432056;0;0;0,348432056;0;0;0;0;0;0;0;0;0;0;0;9,407665505;12,89198606;0;32,40418118;0;0;0;0;11,14982578;0;0;0;0,696864111;0;0;0,696864111;0;0;0;0;0;0;0;0;0;0,348432056;0;0;0
"Miras_f1";"Miras_f1";1,999077778;45,57474167;0,890207715;0;0;0,296735905;0;0;0;0;4,747774481;0;0;0,296735905;0;0,296735905;0;0;0;1,78041543;0;0;0,296735905;0;0;0,890207715;0;0;0;0;0;0;0;0;0;0;0;4,747774481;18,99109792;0;14,24332344;0;0;0;0;10,97922849;0,296735905;0;0;1,18694362;29,6735905;0;0;0;0;0;0;0;0;0;0;0;0,296735905;0;0;0
"Miras_f2";"Miras_f2";1,999797222;45,57381111;0,371747212;0;0;1,115241636;0;0;0;0;5,204460967;0;0;0,371747212;0;0,371747212;0;0;0;0,743494424;0;0;0,371747212;0;0;0,743494424;0;0;0;0;0,371747212;0;0;0;0;0;0;5,94795539;22,30483271;0;39,77695167;0;0;0;0;10,03717472;0;0;0;0,371747212;0,371747212;0;0,371747212;0;0;0;0;0;0;0;0,371747212;0;0;0;0,371747212;0
"Miras_f3";"Miras_f3";1,999505556;45,57336111;0,302114804;0;0;1,812688822;0;0;0;0;3,021148036;0;0;0,302114804;0;0,302114804;0;0;0;1,510574018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,833836858;31,11782477;0;42,59818731;0;0;0;0;6,042296073;0;0;0;0,604229607;0;0;0,302114804;0;0;0;0;0;0;0;0;0;0;0;0,302114804;0
"Miras_f4";"Miras_f4";1,998583333;45,57207778;0,347222222;0,347222222;0;1,388888889;0;0;0;0;3,472222222;0;0;0,694444444;0;0;0;0,347222222;0;1,736111111;0;0;0,347222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,986111111;31,25;0;32,98611111;0;0;0;0;6,944444444;0;0;0;0;0,347222222;0;0,347222222;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_f5";"Miras_f5";1,988669444;45,56984722;0,701754386;0;0;0,350877193;0;0;0;0;5,614035088;0;0;0;0;0,350877193;0;0;0;2,807017544;0;0;0;0;0;0,350877193;0;0;0;0;0;0;0;0;0;0;0;5,263157895;70,87719298;0;6,666666667;0;0;0;0;3,859649123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,350877193;0
"Miras_f6";"Miras_f6";1,987783333;45,56993889;0;0;0;0,763358779;0;0;0;0;3,053435115;0;0;0,381679389;0;0;0;0;0;1,526717557;0;0;0,381679389;0;0;0;0;0;0;0;0;0,381679389;0;0;0;0;0;2,290076336;22,90076336;0;2,290076336;0;0;0;0;6,106870229;0;0;0;0;2,290076336;0;0;0;0;0;0;0;0;0;0;0;0;0;0,381679389;0
"Miras_f7";"Miras_f7";1,987105556;45,56804444;0;0;0;1,639344262;0;0;0;0;4,371584699;0;0;0;0;0;0;0,546448087;0;0,546448087;0;0,546448087;1,639344262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,732240437;14,75409836;0;4,918032787;0;0;0;0;9,836065574;0,546448087;0;0;0,546448087;36,06557377;0;0,546448087;0;0;0;0;0;0;0;0,546448087;0;0;0;0;0
"Miras_g1";"Miras_g1";2,023622222;45,64779444;0,227790433;0;0;0,683371298;0;0;0;0;7,28929385;0,455580866;0;0,455580866;0,227790433;0,227790433;0;0,227790433;0;2,050113895;0;0;0;0;0;0;0;0;0;0;0;0,227790433;0;0;0;0;0;3,872437358;11,84510251;0;9,567198178;0;0;0;0;4,555808656;0;0;0;0,455580866;0,683371298;0;0;0;0;0;0;0;0;0;1,138952164;0;0;0;0;0
"Miras_g2";"Miras_g2";2,022052778;45,64813611;0,268817204;0;0;2,150537634;0;0;0,268817204;0;5,64516129;0;0;0,268817204;0,268817204;1,075268817;0;0;0;2,150537634;0;0;0;0;0;0;0;0;0;0;0;0,806451613;0;0;0;0;0;2,150537634;16,39784946;0;8,064516129;0;0;0;0;4,569892473;0,268817204;0;0;1,075268817;0,268817204;0;0;0;0;0;0;0;0;0;0,268817204;0;0;0;0;0
"Miras_g3";"Miras_g3";2,021102778;45,64791111;0,854700855;0;0;1,424501425;0;0;0;0;7,692307692;0;0;1,13960114;0,284900285;0,56980057;0;0;0;1,994301994;0;0,284900285;0;0;0;0;0;0;0;0;0;0,56980057;0;0;0;0;0;5,982905983;22,50712251;0;15,0997151;0;0;0;0;5,413105413;0,284900285;0;0;0,56980057;0,284900285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_g4";"Miras_g4";2,020094444;45,64774722;0;0;0;3,655913978;0;0;0;0;8,387096774;0;0;0,430107527;0;1,505376344;0;0;0;4,086021505;0;0;3,010752688;0;0;0;0;0;0;0;0,215053763;0,430107527;0;0;0;0;0;4,516129032;16,98924731;0;16,55913978;0;0;0;0;6,23655914;0;0;0;2,795698925;3,870967742;0;0,215053763;0;0;0;0;0;0;0;0,64516129;0;0,215053763;0;0;0
"Miras_g5";"Miras_g5";2,011055556;45,64656667;0,581395349;0;0;1,453488372;0;0;0;0;7,26744186;0;0;0;0;0,290697674;0;0;0;5,813953488;0;0;3,488372093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,453488372;12,79069767;0;21,22093023;0;0;0;0;5,23255814;0;0;0;1,744186047;6,395348837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_g6";"Miras_g6";1,998538889;45,64447778;0,326797386;0;0;3,267973856;0;0;0;0;5,22875817;0;0;0,980392157;0,326797386;1,307189542;0;0;0;2,941176471;0;0;0,653594771;0;0;0;0;0;0;0;0;0,653594771;0;0;0;0;0;4,248366013;14,37908497;0;26,14379085;0;0;0;0;4,248366013;0;0;0;0,326797386;19,93464052;0;0;0;0;0;0;0;0;0;0,326797386;0;0,326797386;0;0;0
"Miras_g7";"Miras_g7";1,993302778;45,64418889;0,711743772;0;0;2,135231317;0;0;0;0;7,117437722;0;0;0,355871886;0;2,135231317;0;0;0;6,049822064;0;0;0,355871886;0;0;0;0;0;0;0;0,355871886;0,711743772;0;0;0;0;0;14,94661922;40,21352313;0;6,40569395;0;0;0;0;4,982206406;0;0;0;0,711743772;0;0;0,355871886;0;0;0;0;0;0;0;0;0;0,355871886;0;0;0
"Miras_g8";"Miras_g8";1,989627778;45,64553333;1,98019802;0;0;1,98019802;0;0;0;0;3,96039604;0;0;0,99009901;0;1,98019802;0;0;0;5,940594059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,940594059;18,81188119;0;3,96039604;0;0;0;0;14,85148515;0,99009901;0;0;0,99009901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_g9";"Miras_g9";1,988358333;45,64615833;0,791556728;0,263852243;0;1,846965699;0;0;0,263852243;0;11,87335092;0;0;0,527704485;0,263852243;2,374670185;0;0;0;1,846965699;0;0;0;0;0;0,527704485;0;0;0;0;0;0;0;0;0;0;0;12,66490765;30,07915567;0;6,860158311;0;0;0;0;12,92875989;0;0;0;0,527704485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_g10";"Miras_g10";1,988052778;45,64692778;0,561797753;0;0;1,123595506;0;0;0;0;12,64044944;0;0;0,561797753;0;1,685393258;0;0;0;2,247191011;0;0;0;0;0;0,280898876;0;0;0;0;0;0,280898876;0;0;0;0;0;6,741573034;35,95505618;0;6,460674157;0;0;0;0;11,23595506;0;0;0;0,280898876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_g11";"Miras_g11";1,985972222;45,64649722;0;0;0;1,767676768;0;0;0;0;11,86868687;0;0;0,252525253;0;0,252525253;0;0;0;2,272727273;0;0;0,252525253;0;0;0,252525253;0;0;0;0;0;0,505050505;0;0;0;0;0;2,272727273;42,42424242;0;4,545454545;0;0;0;0;6,060606061;0;0;0;0,757575758;2,525252525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_g12";"Miras_g12";1,984833333;45,64698056;0,296735905;0;0;0,59347181;0;0;0;0;8,902077151;0;0;0,296735905;0;1,78041543;0;0,296735905;0;2,37388724;0;0;0;0;0;0,296735905;0;0;0;0;0;0,296735905;0;0;0;0;0;2,96735905;48,96142433;0;5,044510386;0;0;0;0;7,715133531;0,296735905;0;0;0,890207715;0,59347181;0;0;0;0;0;0;0;0;0;0;0;0,296735905;0;0;0
"Miras_g13";"Miras_g13";1,979163889;45,64803333;0;0;0;0,895522388;0;0;0;0;10,74626866;0;0;0,298507463;0;0,298507463;0;0,298507463;0;4,776119403;0;0;0,298507463;0;0;0,298507463;0;0;0;0;0;0;0;0;0;0;0;2,388059701;34,32835821;0;4,179104478;0;0;0;0;5,074626866;0,298507463;0;0;0;0,298507463;0;0;0;0;0;0;0;0;0;0,298507463;0;0;0;0;0
"Miras_g14";"Miras_g14";1,978902778;45,6477;1,136363636;0;0;2,651515152;0;0;0;0;12,12121212;0;0;1,136363636;0,378787879;0,757575758;0;0;0;3,03030303;0;0,378787879;1,893939394;0;0;0,378787879;0;0;0;0;0;0,378787879;0;0;0;0;0;0,378787879;34,84848485;0;14,01515152;0;0;0;0;10,22727273;0;0;0;0,757575758;0;0;0;0;0;0;0;0;0;0;0,378787879;0;0;0;0;0
"Miras_h1";"Miras_h1";2,085133333;45,6376;0,299401198;0;0;2,395209581;0,299401198;0;0;0;6,586826347;0;0;0,299401198;0;0,299401198;0;0;0;2,095808383;0;0;0;0;0;0,598802395;0;0;0;0;0,299401198;1,497005988;0;0;0;0;0;3,592814371;11,37724551;0;17,66467066;0;0;0;0;34,43113772;0,299401198;0;0;0,299401198;0,598802395;0;0,299401198;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_h2";"Miras_h2";2,085038889;45,63808333;1,078167116;0,269541779;0;2,156334232;0;0;0;0;5,660377358;0;0;0,269541779;0,269541779;0,539083558;0;0,269541779;0;2,69541779;0;0;0,269541779;0;0;0,269541779;0;0;0;0;0,269541779;0,269541779;0;0;0;0;0;7,008086253;13,20754717;0;14,82479784;0;0;0;0;36,92722372;0,269541779;0;0;0;0,539083558;0;0,269541779;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_h3";"Miras_h3";2,084511111;45,63948611;0,609756098;0;0;2,743902439;0;0;0;0;6,097560976;0;0;0;0;0,304878049;0;0,304878049;0;4,87804878;0;0;0;0;0;0,609756098;0;0;0;0;0;0,304878049;0;0;0;0;0;7,012195122;10,36585366;0;29,57317073;0;0;0;0;13,7195122;0;0;0;0,609756098;3,963414634;0;0,304878049;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_h4";"Miras_h4";2,086036111;45,63968889;0,763358779;0;0;2,290076336;0,508905852;0;0;0;3,816793893;0;0;0;1,272264631;1,781170483;0;0;0;4,071246819;0;0;0;0;0;0,254452926;0;0;0;0;0;0,254452926;0;0;0;0;0;1,526717557;4,325699746;0;24,17302799;0;0;0;0;6,870229008;0,254452926;0;0;0,763358779;4,580152672;0;0;0;0;0;0;0;0;0;0,254452926;0;0;0;0;0
"Miras_h5";"Miras_h5";2,083766667;45,64039167;7,692307692;0;0;1,230769231;0;0;0;0;7,692307692;0,307692308;0;0,307692308;0;0,307692308;0;0;0;3,076923077;0;0;0;0;0;0;0;0;0;0;0,307692308;0,923076923;0;0;0;0;0;7,692307692;14,15384615;0;23,07692308;0;0;0,307692308;0;8;0;0;0;0;0,615384615;0;0;0;0;0;0;0;0;0;0,307692308;0;0;0;0,307692308;0
"Miras_h6";"Miras_h6";2,083397222;45,64104444;0;0,294117647;0;0,588235294;0,294117647;0;0;0;29,41176471;0;0;1,176470588;0;0,294117647;0;0,588235294;0;0,882352941;0;0,294117647;0;0;0;0,294117647;0;0;0;0;0,294117647;0,882352941;0;0;0;0;0;0,882352941;7,941176471;0;17,64705882;0;0;0;0;9,705882353;0,294117647;0;0;1,176470588;0,882352941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_i1";"Miras_i1";1,955255556;45,68056389;0,411522634;0;0;0,823045267;0;0;0;0;8,641975309;0;0;0,411522634;0;0,823045267;0;0;0;2,469135802;0;0;0,823045267;0;0;0,411522634;0;0;0;0;0;0;0;0;0;0;0;4,938271605;29,218107;0;4,115226337;0;0;0;0;20,98765432;0;0;0;0;0;0;0,411522634;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_i2";"Miras_i2";1,957086111;45,68028056;0;0;0;0;0,4784689;0;0;0;8,133971292;0;0;0;0;0,4784689;0;0;0;0,4784689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,349282297;14,83253589;0;12,44019139;0;0;0;0;54,54545455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4784689;0;0;0;0;0
"Miras_i3";"Miras_i3";1,959394444;45,6802;0;0;0;1,865671642;0;0;0;0;11,56716418;0;0;0;0;0,746268657;0;0;0;0,373134328;0;0;0;0;0;0,746268657;0;0;0;0;0;0,373134328;0;0;0;0;0;2,23880597;13,43283582;0;12,68656716;0;0;0;0;46,26865672;0,373134328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_i4";"Miras_i4";1,959808333;45,68025833;0,471698113;0;0;0,943396226;0;0;0;0;10,8490566;0;0;0;0;1,41509434;0;0;0;3,301886792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,471698113;8,962264151;0;5,188679245;0;0;0;0;59,90566038;0,471698113;0;0;0,471698113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_j1";"Miras_j1";2,042591667;45,63524167;0;0;0;2,030456853;0;0;0;0;2,538071066;0;0;0;2,030456853;0,507614213;0;0;0;5,076142132;0;0,507614213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,015228426;2,030456853;0;35,53299492;0;0;0;0;3,553299492;0,507614213;0;0;0,507614213;3,045685279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_j2";"Miras_j2";2,041177778;45,63518889;0;0;0;0,947867299;0,947867299;0;0;0;3,791469194;0;0;0;1,421800948;0,473933649;0;0;0;2,369668246;0;0;0,947867299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,843601896;4,739336493;0;35,5450237;0;0;0;0;2,843601896;0;0;0;0;5,687203791;0;0;0;0;0;0;0;0;0;0,947867299;0;0;0;0;0
"Miras_j3";"Miras_j3";2,040511111;45,63560833;0,304878049;0;0;0,304878049;0;0;0;0;1,219512195;0;0;0;0,609756098;0;0;0;0;0,914634146;0;0;0,609756098;0;0;0,304878049;0;0;0;0;0;0;0;0;0;0;0;0;3,048780488;0;28,04878049;0;0;0;0;1,219512195;0;0;0;0,609756098;0,914634146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_j4";"Miras_j4";2,040863889;45,63479722;0;0;0;1,945525292;0;0;0;0;6,225680934;0;0;0,389105058;0;2,33463035;0;0,389105058;0;5,058365759;0;0;1,167315175;0;0;0,389105058;0;0;0;0;0;0;0;0;0;0;0;3,501945525;10,11673152;0;25,68093385;0;0;0;0;8,560311284;0,778210117;0;0;0,778210117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_j5";"Miras_j5";2,039844444;45,63464722;0,321543408;0;0;2,572347267;0,321543408;0;0,321543408;0;6,752411576;0,321543408;0;0,321543408;0,321543408;0,321543408;0;0;0;1,607717042;0;0;0,321543408;0;0;0,643086817;0;0;0;0;0,321543408;0;0;0;0;0;0;1,92926045;12,54019293;0;40,19292605;0;0;0;0;7,717041801;0,321543408;0;0;2,893890675;0,321543408;0;0,321543408;0;0;0;0;0;0;0;0;0;0,321543408;0;0,321543408;0
"Miras_j6";"Miras_j6";2,031283333;45,63495278;0,293255132;0;0;1,759530792;0,879765396;0;0;0;8,797653959;0;0;0,293255132;0,586510264;0,586510264;0;0;0;2,93255132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,639296188;7,917888563;0;56,8914956;0;0;0;0;2,346041056;0;0;0;0,879765396;1,46627566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Miras_j7";"Miras_j7";2,028583333;45,63448056;0,350877193;0;0;1,052631579;0,350877193;0;0,350877193;0;3,50877193;0;0;0;1,403508772;0,350877193;0;0,350877193;0;2,807017544;0;0;3,157894737;0;0;0,350877193;0;0;0;0;0;0;0;0;0;0;0;1,754385965;7,01754386;0;37,89473684;0;0;0;0;4,210526316;1,052631579;0;0;0;1,403508772;0;0,350877193;0;0;0;0;0;0;0;0,350877193;0;0;0,350877193;0;0
"Miras_j8";"Miras_j8";2,021227778;45,63524722;0,923076923;0;0;0,923076923;1,846153846;0;0;0;4,307692308;0;0;0,307692308;0,615384615;1,538461538;0;0,307692308;0;3,692307692;0;0;1,230769231;0;0;0,307692308;0;0;0;0;0;0;0;0;0;0;0;5,846153846;8,307692308;0;43,69230769;0;0;0;0;6,461538462;0,307692308;0;0;0,923076923;0,307692308;0;0,307692308;0;0;0;0;0;0;0;0,307692308;0;0;0;0;0
"Mitchell_a1";"Mitchell_a1";-9,541666667;52,02083333;0;0;0;3,653846154;0;0;0;0;43,07692308;0;0;0;0;0;0;0;0;1,538461538;0;0;0,384615385;0;0;0,384615385;0;0;0;0;0;0;0;0;0;0;0;0;1,538461538;0;4,615384615;0;0;0;0;20,76923077;0;0;0;0,192307692;0;0;0,576923077;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mitchell_a2";"Mitchell_a2";-9,583333333;52,04583333;0;0,159235669;0;0,159235669;0;0;0;0;44,58598726;0;0;0;0;0;0;0;0;0,318471338;0;0;0;0;0;0,159235669;0;0;0;0;0;0;0,159235669;0;0;0;0;0;1,592356688;0;8,757961783;0;0;0;0;22,4522293;0;0;0;0,318471338;0;0;0,477707006;0;0;0;0;0;0;0;0,159235669;0;0;0;0;0
"Mitchell_a3";"Mitchell_a3";-9,541666667;52,02083333;0;0;0;3,135888502;0;0;0;0;33,44947735;0;0;0;0;0;0;0;0;0,522648084;0;0;0,174216028;0;0;1,219512195;0;0;0;0;0;0;0;0;0;0;0;0;2,264808362;0;3,484320557;0;0;0;0;36,93379791;0;0;0;0,174216028;0;0;0,348432056;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mitchell_a4";"Mitchell_a4";-9,541666667;52,02083333;0;0;0;7,449209932;0;0;0;0;33,40857788;0;0;0;0;0;0;0;0;0,451467269;0;0;0;0;0;0,451467269;0;0;0;0;0;0;0;0;0;0;0;0;2,031602709;0;1,58013544;0;0;0;0;46,7268623;0;0;0;0,225733634;0;0;0,451467269;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mitchell_a5";"Mitchell_a5";-9,583333333;52,04583333;0;0;0;0,924214418;0;0;0;0;13,67837338;0;0;0;0;0;0;0;0;0,924214418;0;0;0,369685767;0;0;0;0;0;0;0;0;0;0,184842884;0;0;0;0;0;2,033271719;0;20,14787431;0;0;0;0;20,51756007;0;0;0;0,554528651;0,184842884;0;0,554528651;0;0;0;0;0;0;0;0;0;0,184842884;0;0;0
"Mitchell_a6";"Mitchell_a6";-9,591666667;51,97222222;0;0;0;0,219298246;0,219298246;0;0;0;3,50877193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,657894737;0;0;0;0;0;0;0;0;0;0;0;0;1,535087719;0;10,74561404;0;0;0;0;55,70175439;0;0;0;0,219298246;0;0;0,219298246;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mitchell_a7";"Mitchell_a7";-9,591666667;51,97222222;0;0;0;0,315457413;0;0;0;0;28,07570978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94637224;0;0;0;0;0;0;0;0;0;0;0;0;0,630914826;0;6,309148265;0;0;0;0;35,6466877;0;0;0;0,315457413;0;0;0,630914826;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mitchell_a8";"Mitchell_a8";-9,591666667;51,97222222;0;0;0;1,25;0;0;0;0;10,625;0;0;0;0;0;0;0;0;0,3125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,1875;0;5,3125;0;0;0;0;24,375;0;0;0;0,3125;0;0;0,3125;0;0;0;0;0;0;0;0,3125;0;0;0;0;0
"Mitchell_a9";"Mitchell_a9";-9,541666667;52,02083333;0;0;0;8,333333333;0;0;0;0;33,66666667;0;0;0;0;0;0;0;0;0,666666667;0;0;0,333333333;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3,333333333;0;4,666666667;0;0;0;0;33;0;0;0;0,333333333;0;0;0;0;0;0;0;0;0;0;0,333333333;0;0;0;0;0
"Mitchell_a10";"Mitchell_a10";-9,541666667;52,02083333;0;0;0;7,849829352;0;0;0;0;41,97952218;0;0;0;0;0;0;0;0;1,023890785;0;0;0;0;0;1,706484642;0;0;0;0;0;0;0;0;0;0;0;0;2,389078498;0;5,119453925;0;0;0;0;31,05802048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mitchell_a11";"Mitchell_a11";-9,533333333;52,03333333;0;0,332225914;0;1,328903654;0;0;0;0;4,318936877;0;0;0;0;0;0;0;0;0,332225914;0;0;0;0;0;1,993355482;0;0;0;0;0;0;0;0;0;0;0;0;1,993355482;0;9,302325581;0;0;0;0;22,92358804;0;0;0;2,325581395;0;0;3,986710963;0;0;0;0;0;0;0;0;0;0;0;0;0
