;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
65568,54392;0;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;3,712911836;4,346004498;16,3098333;15,67674064;4,177756681;4,177756681;0;0
65740,34976;0,743391956;3,557828418;3,557828418;3,557828418;3,557828418;3,557828418;3,557828418;2,814436462;2,814436462;5,391538167;19,47021114;15,40632553;4,631149047;4,631149047;0;0
65912,1556;0,686202448;3,381938025;3,381938025;3,381938025;3,381938025;3,381938025;3,381938025;2,695735577;2,695735577;5,035624904;15,18642095;18,56835897;3,709934295;3,709934295;0;0
66104,17388;0;2,962828125;2,962828125;2,962828125;2,962828125;2,962828125;2,962828125;2,962828125;2,962828125;4,368939105;17,33319392;15,92708294;3,841362364;3,841362364;0;0
66255,76727;0;2,995610823;2,995610823;2,995610823;2,995610823;2,995610823;2,995610823;2,995610823;2,995610823;4,295039977;16,15378307;14,85435391;4,081426281;4,081426281;0;0
66427,5731;0,75088601;3,934955403;3,934955403;3,934955403;3,934955403;3,934955403;3,934955403;3,184069393;3,184069393;4,944345966;17,81833457;14,55628598;5,381902369;5,381902369;0;0
66564,00715;1,241296218;4,356433711;4,356433711;4,356433711;4,356433711;4,356433711;4,356433711;3,115137493;3,115137493;5,345798477;20,38560506;15,67235164;5,429399775;5,429399775;0;0
66735,81299;2,192375581;5,847229053;4,515469014;5,847229053;5,847229053;5,847229053;5,847229053;3,654853472;2,988973453;6,134169056;24,68470446;17,15475769;5,530876027;5,530876027;0;0
66907,61882;1,787723129;4,86993013;4,86993013;4,86993013;4,86993013;4,86993013;4,86993013;3,721809143;3,082207001;5,654833872;28,25645582;15,30436654;5,850124399;5,850124399;0;0
67059,21221;0,686202448;4,436283354;4,436283354;4,436283354;4,436283354;4,436283354;4,436283354;3,750080906;3,750080906;4,922545435;19,12169073;16,57682131;5,788579718;5,788579718;0;0
67215,8587;0;4,279579923;3,600213674;4,279579923;4,279579923;4,279579923;4,279579923;3,600213674;3,600213674;4,327905868;18,80018506;17,39312662;5,756317388;5,756317388;0;0
67367,45209;0;3,289491556;3,289491556;3,289491556;3,289491556;3,289491556;3,289491556;3,289491556;3,289491556;4,394464791;19,36288854;18,25791531;5,975900084;5,975900084;0;0
