;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
20709,1467;1,891217764;7,604037025;7,604037025;7,604037025;7,604037025;7,604037025;7,604037025;5,712819261;5,712819261;6,953498133;23,08372591;18,06061151;0;0;0;0
20712,95889;1,902589554;7,609891932;7,609891932;7,609891932;7,609891932;7,609891932;7,609891932;5,707302378;5,707302378;6,959841949;23,10510917;18,04739049;0;0;0;0
20716,77108;1,913877532;7,615645963;7,615645963;7,615645963;7,615645963;7,615645963;7,615645963;5,701768431;5,701768431;6,96608634;23,12559127;18,0335183;0;0;0;0
20720,58327;1,925143491;7,621364489;7,621364489;7,621364489;7,621364489;7,621364489;7,621364489;5,696220998;5,696220998;6,972298821;23,14521765;18,01885285;0;0;0;0
20724,39546;1,93636309;7,627019376;7,627019376;7,627019376;7,627019376;7,627019376;7,627019376;5,690656286;5,690656286;6,978446591;23,16388925;18,00337277;0;0;0;0
20728,20766;1,947504709;7,632586067;7,632586067;7,632586067;7,632586067;7,632586067;7,632586067;5,685081357;5,685081357;6,984506851;23,18139626;17,98696135;0;0;0;0
20732,01985;1,958629103;7,638118239;7,638118239;7,638118239;7,638118239;7,638118239;7,638118239;5,679489136;5,679489136;6,990534057;23,19791226;17,96960914;0;0;0;0
20735,83204;1,969707078;7,64359015;7,64359015;7,64359015;7,64359015;7,64359015;7,64359015;5,673883072;5,673883072;6,996502081;23,21322272;17,95118955;0;0;0;0
20739,64423;1,980739449;7,649002555;7,649002555;7,649002555;7,649002555;7,649002555;7,649002555;5,668263106;5,668263106;7,002411683;23,22721985;17,93159237;0;0;0;0
20743,45642;1,991697773;7,65434122;7,65434122;7,65434122;7,65434122;7,65434122;7,65434122;5,662643447;5,662643447;7,008237481;23,23961534;17,91062576;0;0;0;0
20747,26861;2,002640077;7,659632085;7,659632085;7,659632085;7,659632085;7,659632085;7,659632085;5,656992009;5,656992009;7,014028091;23,25056976;17,88825353;0;0;0;0
20751,0808;2,013540464;7,664870455;7,664870455;7,664870455;7,664870455;7,664870455;7,664870455;5,651329992;5,651329992;7,019766914;23,25971488;17,86419703;0;0;0;0
20754,89299;2,024369511;7,670026844;7,670026844;7,670026844;7,670026844;7,670026844;7,670026844;5,645657333;5,645657333;7,025424469;23,26673036;17,8382242;0;0;0;0
20758,70519;2,035187057;7,675157523;7,675157523;7,675157523;7,675157523;7,675157523;7,675157523;5,639970466;5,639970466;7,031057417;23,27135192;17,80989085;0;0;0;0
20762,51738;2,045730897;7,679419052;7,679419052;7,679419052;7,679419052;7,679419052;7,679419052;5,633688155;5,633688155;7,0378965;23,27266479;17,77699465;0;0;0;0
20766,32957;2,049867833;7,661514435;7,661514435;7,661514435;7,661514435;7,661514435;7,661514435;5,611646601;5,611646601;7,026996283;23,20208122;17,68699588;0,153588828;0,153588828;0;0
20770,14176;2,059745906;7,663735856;7,663735856;7,663735856;7,663735856;7,663735856;7,663735856;5,603989949;5,603989949;7,034637422;23,19178602;17,64164673;0,211386983;0,211386983;0;0
20773,95395;2,069582295;7,665903651;7,665903651;7,665903651;7,665903651;7,665903651;7,665903651;5,596321356;5,596321356;7,042244851;23,17539579;17,59030771;0,256484157;0,256484157;0;0
20777,76614;2,079344183;7,667985393;7,667985393;7,667985393;7,667985393;7,667985393;7,667985393;5,588641211;5,588641211;7,049776481;23,15036778;17,53054415;0,294765356;0,294765356;0;0
20781,57833;2,089191557;7,670386164;7,670386164;7,670386164;7,670386164;7,670386164;7,670386164;5,581194607;5,581194607;7,057611428;23,0957885;17,44098857;0,328515941;0,328515941;0;0
20785,41663;2,098992888;7,672721755;7,672721755;7,672721755;7,672721755;7,672721755;7,672721755;5,573728867;5,573728867;7,065392726;22,97156826;17,28191862;0,359284782;0,359284782;0;0
20789,25492;2,10872272;7,674973573;7,674973573;7,674973573;7,674973573;7,674973573;7,674973573;5,566250853;5,566250853;7,073088823;22,91853468;17,19425127;0,387627113;0,387627113;0;0
20793,09322;2,118438105;7,677206138;7,677206138;7,677206138;7,677206138;7,677206138;7,677206138;5,558768033;5,558768033;7,080778217;22,95693664;17,19805025;0,414040555;0,414040555;0;0
