"","Age","predMATfit","predMATSEP"
"109",55.5964738785085,21208.6666666667,4713.88043334766
"110",55.82535426418,6563.16666666667,3613.17858025816
"111",55.9525100339975,7619.5,4022.56741266476
"112",56.2068215736325,7521.66666666667,3549.02590040651
"113",56.5119954211945,8161.5,3533.74263952857
"114",56.7663069608295,4054.83333333333,3586.2676244993
"115",56.9697561925375,6284.16666666667,3641.79952097155
"116",57.2749300400995,10105,3396.8001028009
"117",57.5801038876615,9894.33333333333,3485.40350350669
"118",58.0378646590045,10625.8333333333,3695.97695275404
"119",58.5973500462015,10329,3624.53888446727
"120",59.1059731254715,12507.1666666667,4124.97746019653
"121",59.6145962047415,12147.1666666667,4192.97793868
"122",60.0214946681575,12696.8333333333,4112.89299122223
"123",60.3266685157195,14939,4569.95927090553
"124",60.5301177474275,13272.5,4301.181412105
